;Airfield Boundary
N052.47.58.358 W002.40.28.175
N052.47.58.133 W002.40.28.281
N052.47.57.804 W002.40.28.316
N052.47.57.622 W002.40.28.283
N052.47.57.390 W002.40.28.223
N052.47.57.087 W002.40.28.061
N052.47.56.812 W002.40.27.802
N052.47.56.556 W002.40.27.464
N052.47.56.375 W002.40.27.107
N052.47.56.200 W002.40.26.633
N052.47.56.106 W002.40.26.145
N052.47.56.053 W002.40.25.524
N052.47.56.070 W002.40.24.980
N052.47.56.123 W002.40.24.545
N052.47.56.221 W002.40.24.145
N052.47.56.302 W002.40.23.826
N052.47.59.508 W002.40.17.636
N052.47.59.714 W002.40.17.391
N052.47.59.966 W002.40.17.221
N052.48.00.332 W002.40.17.142
N052.48.00.522 W002.40.17.161
N052.48.00.771 W002.40.17.236
N052.48.00.935 W002.40.17.362
N052.48.01.261 W002.40.16.802
N052.48.02.289 W002.40.18.173
N052.48.02.009 W002.40.18.761
N052.48.02.134 W002.40.18.811
N052.48.02.285 W002.40.18.838
N052.48.02.452 W002.40.18.817
N052.48.02.648 W002.40.18.757
N052.48.02.809 W002.40.18.654
N052.48.02.946 W002.40.18.469
N052.48.06.208 W002.40.12.136
N052.48.06.292 W002.40.11.885
N052.48.06.341 W002.40.11.592
N052.48.06.347 W002.40.11.298
N052.48.06.095 W002.40.06.795
N052.48.05.921 W002.40.06.362
N052.48.05.792 W002.40.06.123
N052.48.05.642 W002.40.05.958
N052.48.05.508 W002.40.05.866
N052.48.06.585 W002.40.05.865
N052.48.07.026 W002.40.13.767
N052.48.07.031 W002.40.14.116
N052.48.07.022 W002.40.14.502
N052.48.06.642 W002.40.17.211
N052.48.06.546 W002.40.17.672
N052.48.06.417 W002.40.18.135
N052.48.06.277 W002.40.18.527
N052.48.00.514 W002.40.29.803
N052.47.59.768 W002.40.30.856
N052.47.58.792 W002.40.32.162
N052.47.58.598 W002.40.32.370
N052.47.58.315 W002.40.32.638
N052.47.56.201 W002.40.34.394
N052.47.55.622 W002.40.34.797
N052.47.55.258 W002.40.35.026
N052.47.54.992 W002.40.35.104
N052.47.54.637 W002.40.35.154
N052.47.54.324 W002.40.35.167
N052.47.36.971 W002.40.35.273
N052.47.36.384 W002.40.35.365
N052.47.35.881 W002.40.35.514
N052.47.35.252 W002.40.35.839
N052.47.34.793 W002.40.36.200
N052.47.34.395 W002.40.36.599
N052.47.34.159 W002.40.36.837
N052.47.32.270 W002.40.33.851
N052.47.32.109 W002.40.33.524
N052.47.31.982 W002.40.33.187
N052.47.31.904 W002.40.32.741
N052.47.31.841 W002.40.32.184
N052.47.31.791 W002.40.31.463
N052.47.31.823 W002.40.30.661
N052.47.32.121 W002.40.28.764
N052.47.32.189 W002.40.28.326
N052.47.32.223 W002.40.27.966
N052.47.32.229 W002.40.27.668
N052.47.32.274 W002.40.23.151
N052.47.32.239 W002.40.22.761
N052.47.32.180 W002.40.22.467
N052.47.32.098 W002.40.22.161
N052.47.31.992 W002.40.21.858
N052.47.31.872 W002.40.21.605
N052.47.31.687 W002.40.21.269
N052.47.29.277 W002.40.17.852
N052.47.29.089 W002.40.17.493
N052.47.28.538 W002.40.16.834
N052.47.28.070 W002.40.16.363
N052.47.27.721 W002.40.16.074
N052.47.27.471 W002.40.15.887
N052.47.27.177 W002.40.15.705
N052.47.26.926 W002.40.15.548
N052.47.26.655 W002.40.15.424
N052.47.26.327 W002.40.15.311
N052.47.25.931 W002.40.15.179
N052.47.25.519 W002.40.15.122
N052.47.12.281 W002.40.15.077
N052.47.11.962 W002.40.15.064
N052.47.11.649 W002.40.15.019
N052.47.11.356 W002.40.14.962
N052.47.11.036 W002.40.14.834
N052.47.10.717 W002.40.14.669
N052.47.10.408 W002.40.14.478
N052.47.10.083 W002.40.14.250
N052.47.09.736 W002.40.13.924
N052.47.09.403 W002.40.13.582
N052.47.09.085 W002.40.13.191
N052.47.08.786 W002.40.12.754
N052.47.08.518 W002.40.12.280
N052.47.08.226 W002.40.11.640
N052.47.07.920 W002.40.10.816
N052.47.07.693 W002.40.10.094
N052.47.07.536 W002.40.09.333
N052.47.07.384 W002.40.08.272
N052.47.07.342 W002.40.07.748
N052.47.07.309 W002.40.05.668
N052.47.07.856 W002.40.05.560

;West Grass
REGIONNAME Shawbury
smrMilGrass N052.47.59.100 W002.40.25.699
N052.47.59.120 W002.40.25.783
N052.47.59.108 W002.40.25.882
N052.47.59.051 W002.40.26.016
N052.47.58.679 W002.40.26.724
N052.47.58.566 W002.40.26.870
N052.47.58.424 W002.40.26.990
N052.47.58.270 W002.40.27.108
N052.47.58.031 W002.40.27.183
N052.47.57.803 W002.40.27.188
N052.47.57.597 W002.40.27.127
N052.47.57.401 W002.40.27.006
N052.47.57.214 W002.40.26.816
N052.47.57.070 W002.40.26.622
N052.47.56.963 W002.40.26.433
N052.47.56.850 W002.40.26.122
N052.47.56.774 W002.40.25.807
N052.47.56.739 W002.40.25.426
N052.47.56.746 W002.40.25.061
N052.47.56.778 W002.40.24.690
N052.47.56.860 W002.40.24.418
N052.47.56.956 W002.40.24.229
N052.47.57.077 W002.40.24.044
N052.47.57.244 W002.40.23.927
N052.47.57.438 W002.40.23.885
N052.47.57.599 W002.40.23.879
N052.47.57.355 W002.40.24.290
N052.47.58.381 W002.40.25.747
N052.47.58.699 W002.40.25.134

;West Grass
REGIONNAME Shawbury
smrMilGrass N052.47.59.644 W002.40.23.264
N052.48.00.062 W002.40.23.830
N052.48.00.077 W002.40.23.902
N052.48.00.076 W002.40.23.979
N052.48.00.043 W002.40.24.067
N052.47.59.937 W002.40.24.208
N052.47.59.748 W002.40.24.348
N052.47.59.548 W002.40.24.434
N052.47.59.365 W002.40.24.438
N052.47.59.202 W002.40.24.377
N052.47.59.119 W002.40.24.307

;West Grass
REGIONNAME Shawbury
smrMilGrass N052.47.58.095 W002.40.22.950
N052.47.58.531 W002.40.22.033
N052.47.58.375 W002.40.22.007
N052.47.58.264 W002.40.22.016
N052.47.58.099 W002.40.22.110
N052.47.57.936 W002.40.22.238
N052.47.57.830 W002.40.22.379
N052.47.57.796 W002.40.22.484
N052.47.57.800 W002.40.22.563

;West Grass
REGIONNAME Shawbury
smrMilGrass N052.48.00.068 W002.40.22.466
N052.48.00.615 W002.40.21.419
N052.48.01.011 W002.40.21.994
N052.48.01.041 W002.40.22.069
N052.48.01.023 W002.40.22.160
N052.48.00.949 W002.40.22.307
N052.48.00.753 W002.40.22.464
N052.48.00.562 W002.40.22.570
N052.48.00.392 W002.40.22.603
N052.48.00.202 W002.40.22.563

;West Grass
REGIONNAME Shawbury
smrMilGrass N052.48.01.554 W002.40.19.554
N052.48.01.958 W002.40.20.133
N052.48.01.984 W002.40.20.199
N052.48.01.971 W002.40.20.291
N052.48.01.887 W002.40.20.419
N052.48.01.749 W002.40.20.578
N052.48.01.526 W002.40.20.685
N052.48.01.373 W002.40.20.712
N052.48.01.170 W002.40.20.702
N052.48.01.032 W002.40.20.604

;West Grass
REGIONNAME Shawbury
smrMilGrass N052.47.59.018 W002.40.21.095
N052.47.58.782 W002.40.20.758
N052.47.58.756 W002.40.20.683
N052.47.58.771 W002.40.20.565
N052.47.58.867 W002.40.20.420
N052.47.59.082 W002.40.20.241
N052.47.59.264 W002.40.20.142
N052.47.59.484 W002.40.20.155

;West Grass
REGIONNAME Shawbury
smrMilGrass N052.47.59.990 W002.40.19.217
N052.47.59.746 W002.40.18.876
N052.47.59.716 W002.40.18.811
N052.47.59.719 W002.40.18.731
N052.47.59.751 W002.40.18.666
N052.47.59.883 W002.40.18.515
N052.48.00.027 W002.40.18.382
N052.48.00.201 W002.40.18.314
N052.48.00.367 W002.40.18.280
N052.48.00.458 W002.40.18.309

;Runway
REGIONNAME Shawbury
smrMilRunway N052.47.07.299 W002.40.05.689
N052.47.07.343 W002.40.03.303
N052.48.06.608 W002.40.03.495
N052.48.06.599 W002.40.05.907

;Runway
REGIONNAME Shawbury
smrMilRunway N052.47.34.151 W002.40.36.865
N052.47.33.099 W002.40.35.209
N052.48.04.763 W002.39.43.378
N052.48.05.760 W002.39.45.114
