;Airfield Boundary
N056.22.20.500 W002.51.00.627
N056.22.20.596 W002.51.00.440
N056.22.20.544 W002.50.59.966
N056.22.20.507 W002.50.59.403
N056.22.20.510 W002.50.58.827
N056.22.20.567 W002.50.58.034
N056.22.20.651 W002.50.57.303
N056.22.20.873 W002.50.55.622
N056.22.20.692 W002.50.55.230
N056.22.18.549 W002.50.56.580
N056.22.18.410 W002.50.56.572
N056.22.18.294 W002.50.56.543
N056.22.18.182 W002.50.56.433
N056.22.18.041 W002.50.56.174
N056.22.17.958 W002.50.55.732
N056.22.17.270 W002.50.55.225
N056.22.16.856 W002.50.53.054
N056.22.17.209 W002.50.52.791
N056.22.17.090 W002.50.52.257
N056.22.17.869 W002.50.51.872
N056.22.18.270 W002.50.54.288
N056.22.19.209 W002.50.55.404
N056.22.20.838 W002.50.54.416
N056.22.20.993 W002.50.54.090
N056.22.21.093 W002.50.53.790
N056.22.21.177 W002.50.53.343
N056.22.21.931 W002.50.47.102
N056.22.21.759 W002.50.46.629
N056.22.20.482 W002.50.45.741
N056.22.20.356 W002.50.45.592
N056.22.20.260 W002.50.45.441
N056.22.20.173 W002.50.45.179
N056.22.20.140 W002.50.44.878
N056.22.20.192 W002.50.44.337
N056.22.19.941 W002.50.43.467
N056.22.20.391 W002.50.40.977
N056.22.20.652 W002.50.41.186
N056.22.20.747 W002.50.40.830
N056.22.21.516 W002.50.41.318
N056.22.20.966 W002.50.43.807
N056.22.21.234 W002.50.45.534
N056.22.21.818 W002.50.45.969
N056.22.22.102 W002.50.45.645
N056.22.22.458 W002.50.42.178
N056.22.22.518 W002.50.41.705
N056.22.22.584 W002.50.41.252
N056.22.22.676 W002.50.40.693
N056.22.21.951 W002.50.39.730
N056.22.21.747 W002.50.39.398
N056.22.21.674 W002.50.39.145
N056.22.21.647 W002.50.38.848
N056.22.21.706 W002.50.38.489
N056.22.21.756 W002.50.38.244
N056.22.21.568 W002.50.37.098
N056.22.22.260 W002.50.35.075
N056.22.22.499 W002.50.35.299
N056.22.22.611 W002.50.35.026
N056.22.23.328 W002.50.35.764
N056.22.22.602 W002.50.37.788
N056.22.22.678 W002.50.39.113
N056.22.22.736 W002.50.39.242
N056.22.22.833 W002.50.39.320
N056.22.22.968 W002.50.39.227
N056.22.23.099 W002.50.38.976
N056.22.23.596 W002.50.37.755
N056.22.23.930 W002.50.37.106
N056.22.24.220 W002.50.36.626
N056.22.24.467 W002.50.36.300
N056.22.24.768 W002.50.35.936
N056.22.25.049 W002.50.35.656
N056.22.25.419 W002.50.35.320
N056.22.25.729 W002.50.35.081
N056.22.25.814 W002.50.34.802
N056.22.25.845 W002.50.34.614
N056.22.25.190 W002.50.33.894
N056.22.24.915 W002.50.33.250
N056.22.24.328 W002.50.32.783
N056.22.23.989 W002.50.30.493
N056.22.24.245 W002.50.30.274
N056.22.24.158 W002.50.29.897
N056.22.24.904 W002.50.29.455
N056.22.25.365 W002.50.31.928
N056.22.25.891 W002.50.32.399
N056.22.26.237 W002.50.34.255
N056.22.26.575 W002.50.34.673
N056.22.27.897 W002.50.34.584
N056.22.28.283 W002.50.34.551
N056.22.28.510 W002.50.34.372
N056.22.28.628 W002.50.34.225
N056.22.28.833 W002.50.33.907
N056.22.28.949 W002.50.33.428
N056.22.29.410 W002.50.28.616
N056.22.29.503 W002.50.27.994
N056.22.29.704 W002.50.27.174
N056.22.30.001 W002.50.26.460
N056.22.30.387 W002.50.25.795
N056.22.30.847 W002.50.25.167
N056.22.31.384 W002.50.24.643
N056.22.31.907 W002.50.24.375
N056.22.32.406 W002.50.24.241
N056.22.32.986 W002.50.24.294
N056.22.34.308 W002.50.24.574
N056.22.34.067 W002.50.27.919
N056.22.33.930 W002.50.26.942
N056.22.33.798 W002.50.26.343
N056.22.33.621 W002.50.25.957
N056.22.33.369 W002.50.25.612
N056.22.33.077 W002.50.25.339
N056.22.32.667 W002.50.25.207
N056.22.32.286 W002.50.25.172
N056.22.31.845 W002.50.25.298
N056.22.31.471 W002.50.25.580
N056.22.31.067 W002.50.25.959
N056.22.30.703 W002.50.26.514
N056.22.30.413 W002.50.27.143
N056.22.30.106 W002.50.27.940
N056.22.29.928 W002.50.28.630
N056.22.29.819 W002.50.29.568
N056.22.28.427 W002.50.45.930
N056.22.27.073 W002.51.03.680
N056.22.27.040 W002.51.04.194
N056.22.27.069 W002.51.04.710
N056.22.27.190 W002.51.05.050
N056.22.27.381 W002.51.05.417
N056.22.27.587 W002.51.05.651
N056.22.27.858 W002.51.05.761
N056.22.31.034 W002.51.05.391
N056.22.30.763 W002.51.08.875
N056.22.30.630 W002.51.08.227
N056.22.30.482 W002.51.07.751
N056.22.30.293 W002.51.07.284
N056.22.30.038 W002.51.06.885
N056.22.29.731 W002.51.06.543
N056.22.29.359 W002.51.06.456
N056.22.24.972 W002.51.07.301
N056.22.24.560 W002.51.07.451
N056.22.24.316 W002.51.07.687
N056.22.24.058 W002.51.07.963
N056.22.23.800 W002.51.08.301
N056.22.23.617 W002.51.08.696
N056.22.23.425 W002.51.09.202
N056.22.23.265 W002.51.09.675
N056.22.23.106 W002.51.10.365
N056.22.22.985 W002.51.11.042
N056.22.22.761 W002.51.13.269
N056.22.21.450 W002.51.27.997
N056.22.21.304 W002.51.29.676
N056.22.21.218 W002.51.31.159
N056.22.21.186 W002.51.32.224
N056.22.21.228 W002.51.33.896
N056.22.21.361 W002.51.36.417
N056.22.21.569 W002.51.40.354
N056.22.21.612 W002.51.41.497
N056.22.21.621 W002.51.42.699
N056.22.21.598 W002.51.43.630
N056.22.21.587 W002.51.44.639
N056.22.21.518 W002.51.45.687
N056.22.21.384 W002.51.47.132
N056.22.21.034 W002.51.51.409
N056.22.20.902 W002.51.52.927
N056.22.20.814 W002.51.53.782
N056.22.20.720 W002.51.54.516
N056.22.20.511 W002.51.55.372
N056.22.20.306 W002.51.55.965
N056.22.19.944 W002.51.56.624
N056.22.19.569 W002.51.57.222
N056.22.10.659 W002.52.09.264
N056.22.10.388 W002.52.09.829
N056.22.10.135 W002.52.10.364
N056.22.09.889 W002.52.11.015
N056.22.09.701 W002.52.11.625
N056.22.09.494 W002.52.12.499
N056.22.09.318 W002.52.13.485
N056.22.09.172 W002.52.14.444
N056.22.09.081 W002.52.15.601
N056.22.09.102 W002.52.16.386
N056.22.09.147 W002.52.17.494
N056.22.09.275 W002.52.18.571
N056.22.09.542 W002.52.19.999
N056.22.09.943 W002.52.21.142
N056.22.10.374 W002.52.22.246
N056.22.11.641 W002.52.25.276
N056.22.11.808 W002.52.25.426
N056.22.12.002 W002.52.25.470
N056.22.12.206 W002.52.25.428
N056.22.12.465 W002.52.25.306
N056.22.12.340 W002.52.28.334
N056.22.12.195 W002.52.28.238
N056.22.12.066 W002.52.28.169
N056.22.11.961 W002.52.28.131
N056.22.11.836 W002.52.28.170
N056.22.11.709 W002.52.28.282
N056.22.10.160 W002.52.30.268
N056.22.09.918 W002.52.30.623
N056.22.09.721 W002.52.31.056
N056.22.09.493 W002.52.31.544
N056.22.09.348 W002.52.31.959
N056.22.09.179 W002.52.32.478
N056.22.09.157 W002.52.32.745
N056.22.09.180 W002.52.32.977
N056.22.09.233 W002.52.33.165
N056.22.09.287 W002.52.33.353
N056.22.09.412 W002.52.33.586
N056.22.09.546 W002.52.33.684
N056.22.09.730 W002.52.33.736
N056.22.09.922 W002.52.33.717
N056.22.10.086 W002.52.33.688
N056.22.10.228 W002.52.33.400
N056.22.10.405 W002.52.33.120
N056.22.10.651 W002.52.32.857
N056.22.10.877 W002.52.32.783
N056.22.11.126 W002.52.32.767
N056.22.11.387 W002.52.32.879
N056.22.11.571 W002.52.33.091
N056.22.11.780 W002.52.33.420
N056.22.11.891 W002.52.33.842
N056.22.11.958 W002.52.34.371
N056.22.11.936 W002.52.34.931
N056.22.11.878 W002.52.35.281
N056.22.11.746 W002.52.35.703
N056.22.11.580 W002.52.35.967
N056.22.11.369 W002.52.36.197
N056.22.11.106 W002.52.36.311
N056.22.10.876 W002.52.36.356
N056.22.10.672 W002.52.36.228
N056.22.10.509 W002.52.36.073
N056.22.10.363 W002.52.35.833
N056.22.10.231 W002.52.35.536
N056.22.10.120 W002.52.35.216
N056.22.10.027 W002.52.34.899
N056.22.09.930 W002.52.34.705
N056.22.09.768 W002.52.34.538
N056.22.09.585 W002.52.34.437
N056.22.09.403 W002.52.34.350
N056.22.09.202 W002.52.34.403
N056.22.09.015 W002.52.34.590
N056.22.08.909 W002.52.34.761
N056.22.08.853 W002.52.34.976
N056.22.08.823 W002.52.35.235
N056.22.08.842 W002.52.35.758
N056.22.08.918 W002.52.36.508
N056.22.09.020 W002.52.37.397
N056.22.09.145 W002.52.38.012
N056.22.09.430 W002.52.38.975
N056.22.09.598 W002.52.39.474
N056.22.09.825 W002.52.39.963
N056.22.10.093 W002.52.40.475
N056.22.10.476 W002.52.40.986
N056.22.10.806 W002.52.41.317
N056.22.11.210 W002.52.41.655
N056.22.11.798 W002.52.41.958
N056.22.12.281 W002.52.42.125
N056.22.13.081 W002.52.42.193
N056.22.15.511 W002.52.42.320
N056.22.16.525 W002.52.42.468
N056.22.17.048 W002.52.42.670
N056.22.17.534 W002.52.42.918
N056.22.17.916 W002.52.43.182
N056.22.18.470 W002.52.43.610
N056.22.18.959 W002.52.44.117
N056.22.19.377 W002.52.44.625
N056.22.19.821 W002.52.45.281
N056.22.20.297 W002.52.46.245
N056.22.20.719 W002.52.47.232
N056.22.21.050 W002.52.48.084
N056.22.21.278 W002.52.48.583
N056.22.21.457 W002.52.48.829
N056.22.21.654 W002.52.48.995
N056.22.21.911 W002.52.49.014
N056.22.22.113 W002.52.48.972
N056.22.22.304 W002.52.48.771
N056.22.22.542 W002.52.48.435
N056.22.22.758 W002.52.47.993
N056.22.22.940 W002.52.47.571

;Grass
REGIONNAME Leuchars
smrMilGrass N056.22.37.982 W002.51.09.505
N056.22.38.207 W002.51.08.787
N056.22.38.330 W002.51.08.677
N056.22.38.475 W002.51.08.526
N056.22.38.738 W002.51.08.438
N056.22.38.950 W002.51.08.378
N056.22.39.278 W002.51.08.475
N056.22.39.638 W002.51.08.550
N056.22.39.959 W002.51.08.589
N056.22.40.321 W002.51.08.609
N056.22.40.693 W002.51.08.567
N056.22.41.343 W002.51.08.285
N056.22.41.557 W002.51.08.657
N056.22.41.489 W002.51.09.521
N056.22.40.575 W002.51.10.589
N056.22.39.093 W002.51.10.317
N056.22.39.010 W002.51.11.538
N056.22.39.212 W002.51.11.579
N056.22.39.205 W002.51.12.208
N056.22.40.631 W002.51.12.409
N056.22.41.123 W002.51.11.657
N056.22.41.489 W002.51.11.693
N056.22.41.822 W002.51.10.850
N056.22.41.899 W002.51.08.672
N056.22.41.913 W002.51.08.545
N056.22.41.973 W002.51.08.362
N056.22.42.069 W002.51.08.183
N056.22.42.204 W002.51.08.093
N056.22.42.418 W002.51.08.060
N056.22.42.755 W002.51.08.094
N056.22.42.988 W002.51.08.570
N056.22.42.956 W002.51.10.476
N056.22.43.305 W002.51.10.530
N056.22.43.312 W002.51.12.740
N056.22.44.050 W002.51.12.735
N056.22.44.060 W002.51.12.363
N056.22.44.434 W002.51.12.350
N056.22.44.491 W002.51.10.026
N056.22.43.980 W002.51.09.239
N056.22.43.966 W002.51.08.694
N056.22.44.226 W002.51.08.430
N056.22.44.500 W002.51.08.569
N056.22.44.764 W002.51.08.725
N056.22.45.048 W002.51.08.945
N056.22.45.297 W002.51.09.146
N056.22.45.504 W002.51.09.325
N056.22.45.712 W002.51.09.504
N056.22.45.838 W002.51.10.135
N056.22.45.215 W002.51.12.651
N056.22.45.209 W002.51.12.917
N056.22.45.238 W002.51.13.149
N056.22.45.331 W002.51.13.348
N056.22.45.458 W002.51.13.579
N056.22.46.045 W002.51.14.305
N056.22.47.362 W002.51.15.344
N056.22.47.608 W002.51.14.172
N056.22.47.457 W002.51.14.050
N056.22.47.604 W002.51.13.389
N056.22.46.118 W002.51.12.235
N056.22.46.002 W002.51.12.078
N056.22.45.942 W002.51.11.858
N056.22.45.913 W002.51.11.628
N056.22.45.928 W002.51.11.314
N056.22.46.110 W002.51.10.526
N056.22.46.483 W002.51.10.338
N056.22.46.939 W002.51.11.120
N056.22.47.251 W002.51.11.664
N056.22.47.524 W002.51.12.282
N056.22.47.810 W002.51.12.949
N056.22.48.029 W002.51.13.565
N056.22.48.332 W002.51.14.721
N056.22.48.540 W002.51.15.761
N056.22.48.363 W002.51.16.204
N056.22.47.454 W002.51.16.292
N056.22.47.277 W002.51.16.372
N056.22.47.134 W002.51.16.604
N056.22.47.009 W002.51.17.048
N056.22.46.947 W002.51.17.378
N056.22.46.924 W002.51.17.784
N056.22.47.052 W002.51.21.206
N056.22.47.758 W002.51.21.131
N056.22.47.746 W002.51.20.707
N056.22.48.129 W002.51.20.646
N056.22.47.933 W002.51.17.497
N056.22.48.164 W002.51.16.909
N056.22.48.510 W002.51.16.799
N056.22.48.791 W002.51.17.220
N056.22.48.876 W002.51.17.965
N056.22.48.904 W002.51.18.787
N056.22.48.904 W002.51.19.702
N056.22.48.879 W002.51.20.552
N056.22.48.814 W002.51.21.354
N056.22.48.714 W002.51.22.136
N056.22.48.561 W002.51.23.011
N056.22.48.439 W002.51.23.622
N056.22.48.134 W002.51.24.763
N056.22.47.984 W002.51.25.304
N056.22.47.781 W002.51.25.857
N056.22.47.598 W002.51.26.191
N056.22.47.392 W002.51.26.445
N056.22.47.235 W002.51.26.536
N056.22.47.001 W002.51.26.545
N056.22.46.753 W002.51.26.506
N056.22.46.524 W002.51.26.355
N056.22.46.342 W002.51.26.093
N056.22.46.118 W002.51.25.591
N056.22.45.888 W002.51.25.086
N056.22.45.581 W002.51.24.515
N056.22.38.661 W002.51.14.000
N056.22.38.430 W002.51.13.499
N056.22.38.278 W002.51.13.065
N056.22.38.171 W002.51.12.670
N056.22.38.059 W002.51.12.164
N056.22.37.964 W002.51.11.502
N056.22.37.927 W002.51.10.856
N056.22.37.910 W002.51.10.183

;Grass 1
REGIONNAME Leuchars
smrMilGrass N056.22.10.849 W002.52.35.315
N056.22.11.054 W002.52.35.378
N056.22.11.211 W002.52.35.309
N056.22.11.374 W002.52.35.142
N056.22.11.440 W002.52.34.890
N056.22.11.479 W002.52.34.659
N056.22.11.462 W002.52.34.393
N056.22.11.431 W002.52.34.139
N056.22.11.328 W002.52.33.883
N056.22.11.209 W002.52.33.735
N056.22.11.045 W002.52.33.599
N056.22.10.887 W002.52.33.581
N056.22.10.739 W002.52.33.642
N056.22.10.591 W002.52.33.851
N056.22.10.494 W002.52.34.220
N056.22.10.466 W002.52.34.578
N056.22.10.542 W002.52.34.932
N056.22.10.674 W002.52.35.175

;Grass 2
REGIONNAME Leuchars
smrMilGrass N056.22.11.014 W002.52.28.032
N056.22.11.113 W002.52.27.808
N056.22.11.208 W002.52.27.567
N056.22.11.289 W002.52.27.190
N056.22.11.328 W002.52.26.827
N056.22.11.312 W002.52.26.461
N056.22.11.279 W002.52.26.247
N056.22.11.192 W002.52.25.900
N056.22.09.746 W002.52.22.380
N056.22.09.229 W002.52.20.917
N056.22.09.060 W002.52.20.945
N056.22.08.906 W002.52.26.278
N056.22.08.895 W002.52.30.292
N056.22.08.957 W002.52.30.503
N056.22.09.059 W002.52.30.616
N056.22.09.150 W002.52.30.670
N056.22.09.251 W002.52.30.584
N056.22.09.527 W002.52.29.952
N056.22.09.633 W002.52.29.761
N056.22.09.811 W002.52.29.519

;Grass 3
REGIONNAME Leuchars
smrMilGrass N056.22.26.550 W002.51.03.440
N056.22.26.386 W002.51.03.368
N056.22.25.922 W002.51.05.302
N056.22.26.096 W002.51.05.739
N056.22.26.207 W002.51.05.580
N056.22.26.293 W002.51.05.367
N056.22.26.360 W002.51.05.172
N056.22.26.419 W002.51.04.917

;Grass 4
REGIONNAME Leuchars
smrMilGrass N056.22.24.268 W002.51.05.616
N056.22.24.215 W002.51.04.494
N056.22.23.766 W002.51.04.259
N056.22.23.426 W002.51.04.336
N056.22.23.399 W002.51.03.210
N056.22.23.160 W002.51.03.237
N056.22.22.453 W002.51.04.434
N056.22.23.274 W002.51.06.308
N056.22.23.449 W002.51.06.591
N056.22.23.623 W002.51.06.681
N056.22.23.821 W002.51.06.773
N056.22.23.983 W002.51.06.703

;Grass 5
REGIONNAME Leuchars
smrMilGrass N056.22.26.333 W002.51.02.374
N056.22.26.481 W002.51.02.341
N056.22.26.546 W002.51.02.289
N056.22.26.624 W002.51.02.193
N056.22.26.679 W002.51.01.999
N056.22.26.808 W002.51.00.523
N056.22.26.619 W002.50.59.961
N056.22.25.419 W002.50.59.611
N056.22.25.298 W002.50.59.567
N056.22.25.212 W002.50.59.460
N056.22.25.126 W002.50.59.235
N056.22.25.074 W002.50.58.940
N056.22.25.039 W002.50.58.654
N056.22.25.034 W002.50.58.191
N056.22.24.638 W002.50.57.339
N056.22.24.808 W002.50.55.005
N056.22.25.135 W002.50.55.099
N056.22.25.174 W002.50.54.773
N056.22.25.975 W002.50.54.937
N056.22.25.774 W002.50.57.632
N056.22.26.199 W002.50.59.229
N056.22.26.686 W002.50.59.351
N056.22.26.779 W002.50.59.302
N056.22.26.865 W002.50.59.199
N056.22.26.922 W002.50.59.019
N056.22.27.332 W002.50.53.576
N056.22.27.190 W002.50.53.152
N056.22.25.859 W002.50.52.517
N056.22.25.739 W002.50.52.423
N056.22.25.683 W002.50.52.234
N056.22.25.623 W002.50.51.874
N056.22.25.643 W002.50.51.231
N056.22.25.254 W002.50.50.234
N056.22.25.581 W002.50.47.888
N056.22.25.894 W002.50.47.990
N056.22.25.943 W002.50.47.676
N056.22.26.715 W002.50.47.982
N056.22.26.345 W002.50.50.471
N056.22.26.712 W002.50.52.217
N056.22.27.250 W002.50.52.496
N056.22.27.445 W002.50.52.169
N056.22.28.615 W002.50.37.307
N056.22.28.637 W002.50.36.811
N056.22.28.581 W002.50.36.334
N056.22.28.460 W002.50.35.918
N056.22.28.301 W002.50.35.596
N056.22.28.120 W002.50.35.416
N056.22.27.926 W002.50.35.316
N056.22.27.653 W002.50.35.302
N056.22.27.194 W002.50.35.369
N056.22.26.352 W002.50.35.523
N056.22.26.106 W002.50.35.662
N056.22.25.704 W002.50.35.980
N056.22.25.352 W002.50.36.286
N056.22.25.058 W002.50.36.562
N056.22.24.849 W002.50.36.777
N056.22.24.576 W002.50.37.109
N056.22.24.358 W002.50.37.455
N056.22.24.127 W002.50.37.878
N056.22.23.898 W002.50.38.359
N056.22.23.807 W002.50.38.573
N056.22.23.775 W002.50.38.761
N056.22.23.791 W002.50.38.964
N056.22.23.827 W002.50.39.111
N056.22.24.497 W002.50.40.288
N056.22.24.860 W002.50.40.213
N056.22.26.003 W002.50.38.108
N056.22.26.243 W002.50.38.447
N056.22.26.368 W002.50.38.203
N056.22.26.976 W002.50.39.050
N056.22.25.923 W002.50.40.964
N056.22.25.255 W002.50.41.890
N056.22.25.084 W002.50.41.950
N056.22.24.886 W002.50.41.963
N056.22.24.754 W002.50.41.844
N056.22.24.475 W002.50.41.424
N056.22.23.558 W002.50.39.996
N056.22.23.489 W002.50.39.964
N056.22.23.430 W002.50.39.949
N056.22.23.356 W002.50.40.005
N056.22.23.284 W002.50.40.140
N056.22.23.210 W002.50.40.336
N056.22.23.129 W002.50.40.627
N056.22.23.047 W002.50.40.970
N056.22.23.002 W002.50.41.215
N056.22.22.360 W002.50.46.665
N056.22.22.381 W002.50.46.815
N056.22.22.457 W002.50.46.957
N056.22.22.551 W002.50.47.068
N056.22.22.687 W002.50.47.105
N056.22.22.859 W002.50.46.898
N056.22.22.996 W002.50.46.545
N056.22.23.242 W002.50.43.620
N056.22.23.528 W002.50.43.687
N056.22.23.572 W002.50.43.269
N056.22.24.380 W002.50.43.524
N056.22.23.997 W002.50.47.635
N056.22.23.535 W002.50.48.184
N056.22.22.494 W002.50.47.799
N056.22.22.205 W002.50.48.063
N056.22.21.042 W002.50.57.256
N056.22.20.943 W002.50.58.101
N056.22.20.902 W002.50.58.614
N056.22.20.890 W002.50.59.097
N056.22.20.900 W002.50.59.476
N056.22.20.934 W002.50.59.729
N056.22.21.033 W002.50.59.817
N056.22.21.142 W002.50.59.840
N056.22.21.244 W002.50.59.720
N056.22.21.728 W002.50.56.678
N056.22.22.054 W002.50.56.868
N056.22.22.117 W002.50.56.502
N056.22.22.890 W002.50.56.831
N056.22.22.314 W002.51.00.322
N056.22.22.188 W002.51.00.768
N056.22.22.005 W002.51.01.052
N056.22.21.845 W002.51.01.241
N056.22.21.591 W002.51.01.409
N056.22.21.425 W002.51.01.516
N056.22.21.374 W002.51.01.614
N056.22.21.355 W002.51.01.754
N056.22.21.403 W002.51.01.954
N056.22.21.494 W002.51.02.231
N056.22.22.078 W002.51.03.592
N056.22.22.149 W002.51.03.737
N056.22.22.248 W002.51.03.788
N056.22.22.327 W002.51.03.732
N056.22.23.029 W002.51.02.338
N056.22.23.321 W002.51.02.810
N056.22.23.609 W002.51.02.690
N056.22.23.634 W002.51.02.241
N056.22.24.862 W002.51.02.015
N056.22.24.801 W002.51.01.128
N056.22.25.081 W002.51.01.079
N056.22.25.188 W002.51.00.761
N056.22.25.712 W002.51.00.678
N056.22.26.212 W002.51.00.949
N056.22.26.332 W002.51.01.921

;Hanger1
REGIONNAME Leuchars
smrMilBuilding N056.22.35.851 W002.52.59.390
N056.22.34.560 W002.53.01.090
N056.22.32.722 W002.52.56.678
N056.22.33.930 W002.52.54.930

;Hanger2
REGIONNAME Leuchars
smrMilBuilding N056.22.33.559 W002.52.51.970
N056.22.34.001 W002.52.46.658
N056.22.32.441 W002.52.46.283
N056.22.31.996 W002.52.51.590

;Hanger3
REGIONNAME Leuchars
smrMilBuilding N056.22.36.770 W002.52.52.890
N056.22.35.249 W002.52.52.438
N056.22.35.661 W002.52.47.078
N056.22.37.184 W002.52.47.414

;Hanger4
REGIONNAME Leuchars
smrMilBuilding N056.22.37.315 W002.52.40.821
N056.22.36.283 W002.52.38.413
N056.22.33.956 W002.52.41.797
N056.22.34.899 W002.52.43.997

;Disued_Runway
REGIONNAME Leuchars
smrMilTaxiway N056.22.11.478 W002.52.26.455
N056.22.49.275 W002.51.35.305
N056.22.50.251 W002.51.37.574
N056.22.12.324 W002.52.28.417

;Runway
REGIONNAME Leuchars
smrmilrunway N056.22.20.290 W002.53.04.018
N056.22.20.427 W002.53.02.785
N056.22.21.908 W002.52.54.769
N056.22.22.186 W002.52.54.847
N056.22.34.293 W002.50.24.396
N056.22.34.094 W002.50.24.291
N056.22.33.926 W002.50.13.925
N056.22.37.644 W002.50.14.780
N056.22.35.906 W002.50.24.863
N056.22.23.698 W002.52.54.939
N056.22.23.827 W002.52.54.961
N056.22.23.964 W002.53.04.975
