;Airfield Boundary
REGIONNAME Leeming
N054.18.05.661 W001.31.41.019
N054.18.05.322 W001.31.41.290
N054.18.05.509 W001.31.42.163
N054.18.04.832 W001.31.42.689
N054.18.04.255 W001.31.40.425
N054.18.03.777 W001.31.39.799
N054.18.03.456 W001.31.38.760
N054.18.03.577 W001.31.38.002
N054.18.04.301 W001.31.37.480
N054.18.04.337 W001.31.37.255
N054.18.04.293 W001.31.36.834
N054.18.03.813 W001.31.36.335
N054.18.02.976 W001.31.35.684
N054.18.01.797 W001.31.35.525
N054.18.01.554 W001.31.35.962
N054.18.01.534 W001.31.37.648
N054.18.01.544 W001.31.37.665
N054.18.01.893 W001.31.39.139
N054.18.01.576 W001.31.40.396
N054.18.01.808 W001.31.41.209
N054.18.01.461 W001.31.42.786
N054.18.01.097 W001.31.42.543
N054.18.00.834 W001.31.43.506
N054.18.00.122 W001.31.43.021
N054.18.00.693 W001.31.40.669
N054.18.00.639 W001.31.39.570
N054.18.01.097 W001.31.37.650
N054.18.01.164 W001.31.35.911
N054.18.00.910 W001.31.35.465
N054.17.59.232 W001.31.35.418
N054.17.59.014 W001.31.35.846
N054.17.58.545 W001.31.37.203
N054.17.58.708 W001.31.38.123
N054.17.58.277 W001.31.39.623
N054.17.57.966 W001.31.39.309
N054.17.57.609 W001.31.40.205
N054.17.56.956 W001.31.39.500
N054.17.57.674 W001.31.37.288
N054.17.57.696 W001.31.36.245
N054.17.57.808 W001.31.35.752
N054.17.57.575 W001.31.35.285
N054.17.56.208 W001.31.35.231
N054.17.55.669 W001.31.35.724
N054.17.55.401 W001.31.36.318
N054.17.55.273 W001.31.36.865
N054.17.55.261 W001.31.37.234

;NE_HAS_grass
REGIONNAME Leeming
smrMilGrass N054.17.54.699 W001.31.34.663
N054.17.53.029 W001.31.27.422
N054.17.53.462 W001.31.26.137
N054.17.54.697 W001.31.24.312
N054.17.56.334 W001.31.22.493
N054.17.56.690 W001.31.22.599
N054.17.56.737 W001.31.22.837
N054.17.56.661 W001.31.23.619
N054.17.56.887 W001.31.24.567
N054.17.57.405 W001.31.25.345
N054.17.57.874 W001.31.27.281
N054.17.58.639 W001.31.26.737
N054.17.58.480 W001.31.26.231
N054.17.58.835 W001.31.25.969
N054.17.58.530 W001.31.24.648
N054.17.57.942 W001.31.24.125
N054.17.57.654 W001.31.22.896
N054.17.57.137 W001.31.22.544
N054.17.57.008 W001.31.22.293
N054.17.57.190 W001.31.21.713
N054.17.57.565 W001.31.21.582
N054.17.58.098 W001.31.21.666
N054.17.58.611 W001.31.21.870
N054.17.58.997 W001.31.22.244
N054.17.59.353 W001.31.22.841
N054.17.59.589 W001.31.23.515
N054.17.59.769 W001.31.24.508
N054.17.59.715 W001.31.25.908
N054.17.58.693 W001.31.30.926
N054.17.58.078 W001.31.33.144
N054.17.57.831 W001.31.33.877
N054.17.57.579 W001.31.34.276
N054.17.57.322 W001.31.34.421
N054.17.56.929 W001.31.34.349
N054.17.56.678 W001.31.33.961
N054.17.56.935 W001.31.33.348
N054.17.56.664 W001.31.32.157
N054.17.56.131 W001.31.31.408
N054.17.55.577 W001.31.29.062
N054.17.54.840 W001.31.29.463
N054.17.55.065 W001.31.30.502
N054.17.54.718 W001.31.30.834
N054.17.55.122 W001.31.32.327
N054.17.55.618 W001.31.32.620
N054.17.55.957 W001.31.33.971
N054.17.55.739 W001.31.34.347
N054.17.55.199 W001.31.34.486

;N_HAS_Grass
REGIONNAME Leeming
smrMilGrass N054.18.13.067 W001.32.01.054
N054.18.13.161 W001.32.00.457
N054.18.15.562 W001.31.58.286
N054.18.16.113 W001.31.58.371
N054.18.16.429 W001.31.59.089
N054.18.17.034 W001.32.00.982
N054.18.17.206 W001.32.02.117
N054.18.17.110 W001.32.03.432
N054.18.16.892 W001.32.04.275
N054.18.16.559 W001.32.05.089
N054.18.16.114 W001.32.05.662
N054.18.15.595 W001.32.06.144
N054.18.15.179 W001.32.06.517
N054.18.14.945 W001.32.06.472
N054.18.14.694 W001.32.06.225
N054.18.14.603 W001.32.05.938
N054.18.14.719 W001.32.05.314
N054.18.15.134 W001.32.05.446
N054.18.15.582 W001.32.05.276
N054.18.15.776 W001.32.04.571
N054.18.15.023 W001.32.00.074
N054.18.14.250 W001.32.00.451
N054.18.14.416 W001.32.01.515
N054.18.14.104 W001.32.01.629
N054.18.14.379 W001.32.03.197
N054.18.14.649 W001.32.03.425
N054.18.14.509 W001.32.04.760
N054.18.14.172 W001.32.04.497

;Runway
REGIONNAME Leeming
smrmilrunway N054.16.59.094 W001.31.39.838
N054.18.07.603 W001.32.32.558
N054.18.07.014 W001.32.34.907
N054.17.03.638 W001.31.46.213
N054.17.02.419 W001.31.47.637
N054.16.58.345 W001.31.44.462
N054.16.58.892 W001.31.42.591
N054.16.58.462 W001.31.42.280

;HAS1
REGIONNAME Leeming
smrMilBuilding N054.17.56.158 W001.31.31.473
N054.17.55.439 W001.31.31.987
N054.17.55.183 W001.31.30.944
N054.17.54.988 W001.31.31.048
N054.17.54.898 W001.31.30.688
N054.17.55.074 W001.31.30.542
N054.17.54.839 W001.31.29.472
N054.17.55.000 W001.31.29.356
N054.17.54.968 W001.31.29.191
N054.17.55.297 W001.31.28.964
N054.17.55.339 W001.31.29.078
N054.17.55.560 W001.31.28.990
N054.17.55.697 W001.31.29.418

;HAS2
REGIONNAME Leeming
smrMilBuilding N054.17.57.413 W001.31.25.267
N054.17.57.943 W001.31.27.627
N054.17.58.038 W001.31.27.613
N054.17.58.079 W001.31.27.742
N054.17.58.217 W001.31.27.663
N054.17.58.280 W001.31.27.820
N054.17.58.565 W001.31.27.585
N054.17.58.555 W001.31.27.464
N054.17.58.711 W001.31.27.288
N054.17.58.657 W001.31.27.158
N054.17.58.724 W001.31.27.071
N054.17.58.170 W001.31.24.749

;HAS3
REGIONNAME Leeming
smrMilBuilding N054.17.57.057 W001.31.16.948
N054.17.55.859 W001.31.16.267
N054.17.55.860 W001.31.16.187
N054.17.55.661 W001.31.16.049
N054.17.55.643 W001.31.16.169
N054.17.55.524 W001.31.16.108
N054.17.55.301 W001.31.16.922
N054.17.55.392 W001.31.16.987
N054.17.55.341 W001.31.17.246
N054.17.55.433 W001.31.17.326
N054.17.55.366 W001.31.17.455
N054.17.55.901 W001.31.17.777
N054.17.55.877 W001.31.17.990
N054.17.56.121 W001.31.18.139
N054.17.56.190 W001.31.17.844
N054.17.56.778 W001.31.18.165

;HAS4
REGIONNAME Leeming
smrMilBuilding N054.18.00.710 W001.31.19.557
N054.18.00.092 W001.31.20.380
N054.17.59.694 W001.31.19.484
N054.17.59.529 W001.31.19.698
N054.17.59.369 W001.31.19.362
N054.17.59.513 W001.31.19.161
N054.17.59.123 W001.31.18.250
N054.17.59.320 W001.31.18.029
N054.17.59.252 W001.31.17.875
N054.17.59.520 W001.31.17.479
N054.17.59.579 W001.31.17.591
N054.17.59.786 W001.31.17.417
N054.17.59.969 W001.31.17.832
N054.17.59.914 W001.31.17.897

;HAS5
REGIONNAME Leeming
smrMilBuilding N054.18.02.101 W001.31.26.078
N054.18.01.807 W001.31.24.859
N054.18.02.444 W001.31.24.468
N054.18.02.370 W001.31.24.178
N054.18.02.621 W001.31.24.007
N054.18.02.658 W001.31.24.230
N054.18.03.220 W001.31.23.877
N054.18.03.242 W001.31.23.989
N054.18.03.337 W001.31.23.942
N054.18.03.397 W001.31.24.190
N054.18.03.469 W001.31.24.167
N054.18.03.584 W001.31.24.702
N054.18.03.487 W001.31.24.791
N054.18.03.564 W001.31.25.066
N054.18.03.476 W001.31.25.119
N054.18.03.515 W001.31.25.257
N054.18.03.308 W001.31.25.406
N054.18.03.270 W001.31.25.326

;HAS6
REGIONNAME Leeming
smrMilBuilding N054.17.57.705 W001.31.37.301
N054.17.58.388 W001.31.37.951
N054.17.58.064 W001.31.38.924
N054.17.58.221 W001.31.39.074
N054.17.58.109 W001.31.39.464
N054.17.57.953 W001.31.39.334
N054.17.57.715 W001.31.40.196
N054.17.57.632 W001.31.40.111
N054.17.57.573 W001.31.40.249
N054.17.57.440 W001.31.40.142
N054.17.57.366 W001.31.40.288
N054.17.57.090 W001.31.39.975
N054.17.57.139 W001.31.39.871
N054.17.56.974 W001.31.39.709
N054.17.57.036 W001.31.39.552
N054.17.56.947 W001.31.39.471

;HAS7
REGIONNAME Leeming
smrMilBuilding N054.18.00.705 W001.31.40.621
N054.18.01.441 W001.31.41.139
N054.18.01.190 W001.31.42.192
N054.18.01.354 W001.31.42.331
N054.18.01.259 W001.31.42.693
N054.18.01.096 W001.31.42.577
N054.18.00.936 W001.31.43.119
N054.18.01.012 W001.31.43.196
N054.18.00.928 W001.31.43.526
N054.18.00.837 W001.31.43.456
N054.18.00.771 W001.31.43.602
N054.18.00.648 W001.31.43.513
N054.18.00.583 W001.31.43.693
N054.18.00.281 W001.31.43.443
N054.18.00.320 W001.31.43.283
N054.18.00.133 W001.31.43.123
N054.18.00.187 W001.31.42.979
N054.18.00.102 W001.31.42.903

;HAS8
REGIONNAME Leeming
smrMilBuilding N054.18.04.949 W001.31.39.887
N054.18.04.265 W001.31.40.402
N054.18.04.749 W001.31.42.340
N054.18.04.698 W001.31.42.405
N054.18.04.799 W001.31.42.762
N054.18.04.885 W001.31.42.706
N054.18.04.928 W001.31.42.853
N054.18.05.060 W001.31.42.744
N054.18.05.103 W001.31.42.880
N054.18.05.437 W001.31.42.648
N054.18.05.402 W001.31.42.486
N054.18.05.567 W001.31.42.377
N054.18.05.512 W001.31.42.224
N054.18.05.577 W001.31.42.172
N054.18.05.321 W001.31.41.277
N054.18.05.466 W001.31.41.144
N054.18.05.402 W001.31.40.800
N054.18.05.249 W001.31.40.909

;HAS9
REGIONNAME Leeming
smrMilBuilding N054.18.08.434 W001.31.39.567
N054.18.08.195 W001.31.38.326
N054.18.08.816 W001.31.37.936
N054.18.08.740 W001.31.37.634
N054.18.08.986 W001.31.37.515
N054.18.09.041 W001.31.37.824
N054.18.09.703 W001.31.37.445
N054.18.09.761 W001.31.37.780
N054.18.09.845 W001.31.37.727
N054.18.09.950 W001.31.38.313
N054.18.09.829 W001.31.38.424
N054.18.09.887 W001.31.38.653
N054.18.09.815 W001.31.38.682
N054.18.09.862 W001.31.38.876

;HAS10
REGIONNAME Leeming
smrMilBuilding N054.18.09.309 W001.31.45.612
N054.18.09.467 W001.31.48.104
N054.18.09.542 W001.31.48.090
N054.18.09.560 W001.31.48.262
N054.18.09.740 W001.31.48.236
N054.18.09.778 W001.31.48.401
N054.18.10.109 W001.31.48.338
N054.18.10.089 W001.31.48.142
N054.18.10.277 W001.31.48.120
N054.18.10.237 W001.31.47.933
N054.18.10.327 W001.31.47.921
N054.18.10.307 W001.31.47.559
N054.18.10.237 W001.31.47.547
N054.18.10.191 W001.31.46.936
N054.18.10.382 W001.31.46.885
N054.18.10.353 W001.31.46.522
N054.18.10.152 W001.31.46.555
N054.18.10.073 W001.31.45.450

;HAS11
REGIONNAME Leeming
smrMilBuilding N054.18.14.727 W001.32.02.918
N054.18.14.533 W001.32.01.854
N054.18.14.349 W001.32.01.945
N054.18.14.283 W001.32.01.602
N054.18.14.465 W001.32.01.467
N054.18.14.283 W001.32.00.340
N054.18.14.439 W001.32.00.224
N054.18.14.412 W001.32.00.061
N054.18.14.760 W001.31.59.880
N054.18.14.789 W001.32.00.035
N054.18.14.984 W001.31.59.953
N054.18.15.480 W001.32.02.491

;HAS12
REGIONNAME Leeming
smrMilBuilding N054.18.19.035 W001.31.57.974
N054.18.18.599 W001.31.56.899
N054.18.19.179 W001.31.56.264
N054.18.19.090 W001.31.55.985
N054.18.19.286 W001.31.55.754
N054.18.19.361 W001.31.55.958
N054.18.19.962 W001.31.55.398
N054.18.20.069 W001.31.55.664
N054.18.20.151 W001.31.55.624
N054.18.20.347 W001.31.56.136
N054.18.20.248 W001.31.56.257
N054.18.20.382 W001.31.56.604

;HAS13
REGIONNAME Leeming
smrMilBuilding N054.18.20.621 W001.32.02.132
N054.18.20.637 W001.32.00.765
N054.18.21.301 W001.32.00.771
N054.18.21.318 W001.32.00.542
N054.18.21.593 W001.32.00.527
N054.18.21.566 W001.32.00.760
N054.18.22.229 W001.32.00.782
N054.18.22.229 W001.32.01.237
N054.18.22.328 W001.32.01.222
N054.18.22.338 W001.32.01.832
N054.18.22.219 W001.32.01.830
N054.18.22.218 W001.32.02.171

;HAS14
REGIONNAME Leeming
smrMilBuilding N054.18.19.749 W001.32.12.243
N054.18.20.157 W001.32.11.335
N054.18.20.011 W001.32.11.153
N054.18.20.157 W001.32.10.822
N054.18.20.296 W001.32.11.029
N054.18.20.725 W001.32.10.074
N054.18.20.881 W001.32.10.255
N054.18.20.945 W001.32.10.134
N054.18.21.227 W001.32.10.516
N054.18.21.170 W001.32.10.664
N054.18.21.342 W001.32.10.920
N054.18.20.340 W001.32.13.033

;HAS15
REGIONNAME Leeming
smrMilBuilding N054.18.18.014 W001.32.17.537
N054.18.18.668 W001.32.16.917
N054.18.18.997 W001.32.17.874
N054.18.19.157 W001.32.17.717
N054.18.19.281 W001.32.18.105
N054.18.19.110 W001.32.18.272
N054.18.19.491 W001.32.19.242
N054.18.19.274 W001.32.19.498
N054.18.19.336 W001.32.19.686
N054.18.19.028 W001.32.19.974
N054.18.18.951 W001.32.19.772
N054.18.18.809 W001.32.19.890

;HAS16
REGIONNAME Leeming
smrMilBuilding N054.18.15.659 W001.32.19.764
N054.18.16.156 W001.32.20.580
N054.18.16.287 W001.32.20.340
N054.18.16.460 W001.32.20.619
N054.18.16.326 W001.32.20.870
N054.18.16.819 W001.32.21.639
N054.18.16.665 W001.32.21.941
N054.18.16.733 W001.32.22.082
N054.18.16.491 W001.32.22.494
N054.18.16.412 W001.32.22.406
N054.18.16.313 W001.32.22.551
N054.18.15.147 W001.32.20.673

;HAS17
REGIONNAME Leeming
smrMilBuilding N054.18.13.269 W001.32.22.904
N054.18.13.724 W001.32.24.010
N054.18.13.161 W001.32.24.658
N054.18.13.272 W001.32.24.956
N054.18.13.057 W001.32.25.205
N054.18.12.940 W001.32.24.962
N054.18.12.368 W001.32.25.506
N054.18.12.292 W001.32.25.338
N054.18.12.202 W001.32.25.418
N054.18.12.003 W001.32.24.914
N054.18.12.092 W001.32.24.846
N054.18.11.945 W001.32.24.406

;HAS18
REGIONNAME Leeming
smrMilBuilding N054.18.12.861 W001.32.13.875
N054.18.13.118 W001.32.15.118
N054.18.12.465 W001.32.15.515
N054.18.12.554 W001.32.15.864
N054.18.12.326 W001.32.15.993
N054.18.12.249 W001.32.15.690
N054.18.11.642 W001.32.15.989
N054.18.11.588 W001.32.15.765
N054.18.11.492 W001.32.15.814
N054.18.11.351 W001.32.15.302
N054.18.11.454 W001.32.15.238
N054.18.11.368 W001.32.14.786

;HAS19
REGIONNAME Leeming
smrMilBuilding N054.18.10.679 W001.32.11.506
N054.18.10.119 W001.32.12.434
N054.18.09.643 W001.32.11.635
N054.18.09.497 W001.32.11.866
N054.18.09.333 W001.32.11.575
N054.18.09.469 W001.32.11.344
N054.18.09.008 W001.32.10.438
N054.18.09.119 W001.32.10.258
N054.18.09.054 W001.32.10.121
N054.18.09.288 W001.32.09.676
N054.18.09.354 W001.32.09.802
N054.18.09.526 W001.32.09.575

;HAS20
REGIONNAME Leeming
smrMilBuilding N054.18.06.303 W001.32.18.300
N054.18.06.065 W001.32.17.265
N054.18.05.885 W001.32.17.378
N054.18.05.799 W001.32.17.000
N054.18.05.961 W001.32.16.873
N054.18.05.741 W001.32.15.737
N054.18.05.902 W001.32.15.667
N054.18.05.872 W001.32.15.498
N054.18.06.202 W001.32.15.283
N054.18.06.233 W001.32.15.432
N054.18.06.403 W001.32.15.322
N054.18.07.021 W001.32.17.812

;HAS21
REGIONNAME Leeming
smrMilBuilding N054.18.08.756 W001.32.19.990
N054.18.08.938 W001.32.18.938
N054.18.08.777 W001.32.18.866
N054.18.08.834 W001.32.18.500
N054.18.09.005 W001.32.18.569
N054.18.09.198 W001.32.17.408
N054.18.09.365 W001.32.17.470
N054.18.09.414 W001.32.17.323
N054.18.09.705 W001.32.17.437
N054.18.09.665 W001.32.17.614
N054.18.09.921 W001.32.17.720
N054.18.09.523 W001.32.20.365

;Hangar1
REGIONNAME Leeming
smrMilBuilding N054.17.37.178 W001.31.58.076
N054.17.37.178 W001.31.52.979
N054.17.38.726 W001.31.52.928
N054.17.38.744 W001.31.58.067

;Hangar2
REGIONNAME Leeming
smrMilBuilding N054.17.40.557 W001.31.58.151
N054.17.40.510 W001.31.53.099
N054.17.42.153 W001.31.53.089
N054.17.42.131 W001.31.58.135

;Hangar3
REGIONNAME Leeming
smrMilBuilding N054.17.42.216 W001.31.48.937
N054.17.44.374 W001.31.45.189
N054.17.45.455 W001.31.47.220
N054.17.43.329 W001.31.50.710

;Hangar4
REGIONNAME Leeming
smrMilBuilding N054.17.46.817 W001.31.45.207
N054.17.46.738 W001.31.42.485
N054.17.49.846 W001.31.42.546
N054.17.49.829 W001.31.45.210

;Hangar5
REGIONNAME Leeming
smrMilBuilding N054.17.49.846 W001.31.39.417
N054.17.46.900 W001.31.39.379
N054.17.46.830 W001.31.36.753
N054.17.49.811 W001.31.36.842

;ATC
REGIONNAME Leeming
smrMilBuilding N054.17.46.257 W001.31.51.758
N054.17.46.591 W001.31.52.336
N054.17.45.928 W001.31.53.576
N054.17.45.574 W001.31.52.910
N054.17.45.428 W001.31.53.167
N054.17.45.542 W001.31.53.545
N054.17.44.794 W001.31.54.288
N054.17.44.646 W001.31.53.912
N054.17.44.478 W001.31.53.836
N054.17.44.585 W001.31.54.186
N054.17.43.778 W001.31.55.015
N054.17.43.566 W001.31.54.329
N054.17.44.284 W001.31.53.522
N054.17.44.457 W001.31.53.840
N054.17.44.659 W001.31.53.893
N054.17.45.417 W001.31.53.151
