;CRYSTAL PALACE AND WROTHAM MASTS
EGD207     N052.54.20.551 E000.23.00.346 N052.53.54.267 E000.23.36.107
EGD207     N052.53.54.267 E000.23.36.107 N052.53.26.201 E000.24.07.940
EGD207     N052.53.26.201 E000.24.07.940 N052.52.59.999 E000.24.29.999
EGD207     N052.52.59.999 E000.24.29.999 N052.48.29.999 E000.19.59.999
EGD207     N052.48.29.999 E000.19.59.999 N052.48.29.999 E000.12.00.000
;EGD208
EGD208     N052.33.15.001 E000.40.50.002 N052.33.20.002 E000.45.00.000
EGD208     N052.33.20.002 E000.45.00.000 N052.32.55.000 E000.48.00.000
EGD208     N052.32.55.000 E000.48.00.000 N052.30.45.000 E000.49.59.999
EGD208     N052.30.45.000 E000.49.59.999 N052.26.49.999 E000.50.49.999
EGD208     N052.26.49.999 E000.50.49.999 N052.26.20.000 E000.48.29.999
EGD208     N052.26.20.000 E000.48.29.999 N052.28.00.001 E000.45.00.000
EGD208     N052.28.00.001 E000.45.00.000 N052.28.59.999 E000.39.00.000
EGD208     N052.28.59.999 E000.39.00.000 N052.31.00.001 E000.40.00.001
EGD208     N052.31.00.001 E000.40.00.001 N052.33.15.001 E000.40.50.002
;EGD211
EGD211     N052.53.52.001 W002.12.22.268 N052.53.57.210 W002.12.23.024
EGD211     N052.53.57.210 W002.12.23.024 N052.53.59.765 W002.12.23.963
EGD211     N052.53.59.765 W002.12.23.963 N052.54.02.261 W002.12.25.268
EGD211     N052.54.02.261 W002.12.25.268 N052.54.04.679 W002.12.26.928
EGD211     N052.54.04.679 W002.12.26.928 N052.54.07.001 W002.12.28.931
EGD211     N052.54.07.001 W002.12.28.931 N052.54.09.208 W002.12.31.262
EGD211     N052.54.09.208 W002.12.31.262 N052.54.11.284 W002.12.33.903
EGD211     N052.54.11.284 W002.12.33.903 N052.54.13.214 W002.12.36.834
EGD211     N052.54.13.214 W002.12.36.834 N052.54.14.982 W002.12.40.033
EGD211     N052.54.14.982 W002.12.40.033 N052.54.16.575 W002.12.43.475
EGD211     N052.54.16.575 W002.12.43.475 N052.54.17.982 W002.12.47.134
EGD211     N052.54.17.982 W002.12.47.134 N052.54.19.190 W002.12.50.983
EGD211     N052.54.19.190 W002.12.50.983 N052.54.20.192 W002.12.54.991
EGD211     N052.54.20.192 W002.12.54.991 N052.54.20.979 W002.12.59.129
EGD211     N052.54.20.979 W002.12.59.129 N052.54.21.545 W002.13.03.364
EGD211     N052.54.21.545 W002.13.03.364 N052.54.21.887 W002.13.07.666
EGD211     N052.54.21.887 W002.13.07.666 N052.54.22.001 W002.13.12.000
EGD211     N052.54.22.001 W002.13.12.000 N052.54.21.887 W002.13.16.334
EGD211     N052.54.21.887 W002.13.16.334 N052.54.21.545 W002.13.20.636
EGD211     N052.54.21.545 W002.13.20.636 N052.54.20.979 W002.13.24.871
EGD211     N052.54.20.979 W002.13.24.871 N052.54.20.192 W002.13.29.009
EGD211     N052.54.20.192 W002.13.29.009 N052.54.19.190 W002.13.33.017
EGD211     N052.54.19.190 W002.13.33.017 N052.54.17.982 W002.13.36.866
EGD211     N052.54.17.982 W002.13.36.866 N052.54.16.575 W002.13.40.525
EGD211     N052.54.16.575 W002.13.40.525 N052.54.14.982 W002.13.43.967
EGD211     N052.54.14.982 W002.13.43.967 N052.54.13.214 W002.13.47.166
EGD211     N052.54.13.214 W002.13.47.166 N052.54.11.284 W002.13.50.097
EGD211     N052.54.11.284 W002.13.50.097 N052.54.09.208 W002.13.52.738
EGD211     N052.54.09.208 W002.13.52.738 N052.54.07.001 W002.13.55.069
EGD211     N052.54.07.001 W002.13.55.069 N052.54.04.679 W002.13.57.072
EGD211     N052.54.04.679 W002.13.57.072 N052.54.02.261 W002.13.58.732
EGD211     N052.54.02.261 W002.13.58.732 N052.53.59.765 W002.14.00.037
EGD211     N052.53.59.765 W002.14.00.037 N052.53.57.210 W002.14.00.976
EGD211     N052.53.57.210 W002.14.00.976 N052.53.54.615 W002.14.01.542
EGD211     N052.53.54.615 W002.14.01.542 N052.53.52.001 W002.14.01.732
EGD211     N052.53.52.001 W002.14.01.732 N052.53.49.386 W002.14.01.542
EGD211     N052.53.49.386 W002.14.01.542 N052.53.46.791 W002.14.00.976
EGD211     N052.53.46.791 W002.14.00.976 N052.53.44.236 W002.14.00.037
EGD211     N052.53.44.236 W002.14.00.037 N052.53.41.740 W002.13.58.732
EGD211     N052.53.41.740 W002.13.58.732 N052.53.39.322 W002.13.57.072
EGD211     N052.53.39.322 W002.13.57.072 N052.53.37.001 W002.13.55.069
EGD211     N052.53.37.001 W002.13.55.069 N052.53.34.794 W002.13.52.738
EGD211     N052.53.34.794 W002.13.52.738 N052.53.32.717 W002.13.50.097
EGD211     N052.53.32.717 W002.13.50.097 N052.53.30.788 W002.13.47.166
EGD211     N052.53.30.788 W002.13.47.166 N052.53.29.019 W002.13.43.967
EGD211     N052.53.29.019 W002.13.43.967 N052.53.27.426 W002.13.40.525
EGD211     N052.53.27.426 W002.13.40.525 N052.53.26.020 W002.13.36.866
EGD211     N052.53.26.020 W002.13.36.866 N052.53.24.812 W002.13.33.017
EGD211     N052.53.24.812 W002.13.33.017 N052.53.23.810 W002.13.29.009
EGD211     N052.53.23.810 W002.13.29.009 N052.53.23.023 W002.13.24.871
EGD211     N052.53.23.023 W002.13.24.871 N052.53.22.457 W002.13.20.636
EGD211     N052.53.22.457 W002.13.20.636 N052.53.22.115 W002.13.16.334
EGD211     N052.53.22.115 W002.13.16.334 N052.53.22.001 W002.13.12.000
EGD211     N052.53.22.001 W002.13.12.000 N052.53.22.115 W002.13.07.666
EGD211     N052.53.22.115 W002.13.07.666 N052.53.22.457 W002.13.03.364
EGD211     N052.53.22.457 W002.13.03.364 N052.53.23.023 W002.12.59.129
EGD211     N052.53.23.023 W002.12.59.129 N052.53.23.810 W002.12.54.991
EGD211     N052.53.23.810 W002.12.54.991 N052.53.24.812 W002.12.50.983
EGD211     N052.53.24.812 W002.12.50.983 N052.53.26.020 W002.12.47.134
EGD211     N052.53.26.020 W002.12.47.134 N052.53.27.426 W002.12.43.475
EGD211     N052.53.27.426 W002.12.43.475 N052.53.29.019 W002.12.40.033
EGD211     N052.53.29.019 W002.12.40.033 N052.53.30.788 W002.12.36.834
EGD211     N052.53.30.788 W002.12.36.834 N052.53.32.717 W002.12.33.903
EGD211     N052.53.32.717 W002.12.33.903 N052.53.34.794 W002.12.31.262
EGD211     N052.53.34.794 W002.12.31.262 N052.53.37.001 W002.12.28.931
EGD211     N052.53.37.001 W002.12.28.931 N052.53.39.322 W002.12.26.928
EGD211     N052.53.39.322 W002.12.26.928 N052.53.41.740 W002.12.25.268
EGD211     N052.53.41.740 W002.12.25.268 N052.53.44.236 W002.12.23.963
EGD211     N052.53.44.236 W002.12.23.963 N052.53.46.791 W002.12.23.024
EGD211     N052.53.46.791 W002.12.23.024 N052.53.49.386 W002.12.22.458
EGD211     N052.53.49.386 W002.12.22.458 N052.53.52.001 W002.12.22.268
EGD211     N052.53.52.001 W002.12.22.268 N052.53.52.001 W002.12.22.268
;EGD213
EGD213     N052.09.02.002 W001.26.18.842 N052.09.05.961 W001.26.19.406
EGD213     N052.09.05.961 W001.26.19.406 N052.09.07.903 W001.26.20.108
EGD213     N052.09.07.903 W001.26.20.108 N052.09.09.800 W001.26.21.083
EGD213     N052.09.09.800 W001.26.21.083 N052.09.11.637 W001.26.22.323
EGD213     N052.09.11.637 W001.26.22.323 N052.09.13.402 W001.26.23.820
EGD213     N052.09.13.402 W001.26.23.820 N052.09.15.079 W001.26.25.562
EGD213     N052.09.15.079 W001.26.25.562 N052.09.16.657 W001.26.27.535
EGD213     N052.09.16.657 W001.26.27.535 N052.09.18.124 W001.26.29.725
EGD213     N052.09.18.124 W001.26.29.725 N052.09.19.467 W001.26.32.115
EGD213     N052.09.19.467 W001.26.32.115 N052.09.20.678 W001.26.34.687
EGD213     N052.09.20.678 W001.26.34.687 N052.09.21.747 W001.26.37.421
EGD213     N052.09.21.747 W001.26.37.421 N052.09.22.665 W001.26.40.297
EGD213     N052.09.22.665 W001.26.40.297 N052.09.23.427 W001.26.43.291
EGD213     N052.09.23.427 W001.26.43.291 N052.09.24.025 W001.26.46.383
EGD213     N052.09.24.025 W001.26.46.383 N052.09.24.455 W001.26.49.548
EGD213     N052.09.24.455 W001.26.49.548 N052.09.24.715 W001.26.52.762
EGD213     N052.09.24.715 W001.26.52.762 N052.09.24.802 W001.26.56.000
EGD213     N052.09.24.802 W001.26.56.000 N052.09.24.715 W001.26.59.239
EGD213     N052.09.24.715 W001.26.59.239 N052.09.24.455 W001.27.02.453
EGD213     N052.09.24.455 W001.27.02.453 N052.09.24.025 W001.27.05.618
EGD213     N052.09.24.025 W001.27.05.618 N052.09.23.427 W001.27.08.709
EGD213     N052.09.23.427 W001.27.08.709 N052.09.22.665 W001.27.11.704
EGD213     N052.09.22.665 W001.27.11.704 N052.09.21.747 W001.27.14.580
EGD213     N052.09.21.747 W001.27.14.580 N052.09.20.678 W001.27.17.314
EGD213     N052.09.20.678 W001.27.17.314 N052.09.19.467 W001.27.19.885
EGD213     N052.09.19.467 W001.27.19.885 N052.09.18.124 W001.27.22.275
EGD213     N052.09.18.124 W001.27.22.275 N052.09.16.657 W001.27.24.465
EGD213     N052.09.16.657 W001.27.24.465 N052.09.15.079 W001.27.26.439
EGD213     N052.09.15.079 W001.27.26.439 N052.09.13.402 W001.27.28.181
EGD213     N052.09.13.402 W001.27.28.181 N052.09.11.637 W001.27.29.677
EGD213     N052.09.11.637 W001.27.29.677 N052.09.09.800 W001.27.30.918
EGD213     N052.09.09.800 W001.27.30.918 N052.09.07.903 W001.27.31.893
EGD213     N052.09.07.903 W001.27.31.893 N052.09.05.961 W001.27.32.594
EGD213     N052.09.05.961 W001.27.32.594 N052.09.03.989 W001.27.33.017
EGD213     N052.09.03.989 W001.27.33.017 N052.09.02.002 W001.27.33.159
EGD213     N052.09.02.002 W001.27.33.159 N052.09.00.014 W001.27.33.017
EGD213     N052.09.00.014 W001.27.33.017 N052.08.58.042 W001.27.32.594
EGD213     N052.08.58.042 W001.27.32.594 N052.08.56.101 W001.27.31.893
EGD213     N052.08.56.101 W001.27.31.893 N052.08.54.204 W001.27.30.918
EGD213     N052.08.54.204 W001.27.30.918 N052.08.52.366 W001.27.29.677
EGD213     N052.08.52.366 W001.27.29.677 N052.08.50.602 W001.27.28.181
EGD213     N052.08.50.602 W001.27.28.181 N052.08.48.924 W001.27.26.439
EGD213     N052.08.48.924 W001.27.26.439 N052.08.47.346 W001.27.24.465
EGD213     N052.08.47.346 W001.27.24.465 N052.08.45.880 W001.27.22.275
EGD213     N052.08.45.880 W001.27.22.275 N052.08.44.536 W001.27.19.885
EGD213     N052.08.44.536 W001.27.19.885 N052.08.43.325 W001.27.17.314
EGD213     N052.08.43.325 W001.27.17.314 N052.08.42.256 W001.27.14.580
EGD213     N052.08.42.256 W001.27.14.580 N052.08.41.338 W001.27.11.704
EGD213     N052.08.41.338 W001.27.11.704 N052.08.40.577 W001.27.08.709
EGD213     N052.08.40.577 W001.27.08.709 N052.08.39.978 W001.27.05.618
EGD213     N052.08.39.978 W001.27.05.618 N052.08.39.548 W001.27.02.453
EGD213     N052.08.39.548 W001.27.02.453 N052.08.39.288 W001.26.59.239
EGD213     N052.08.39.288 W001.26.59.239 N052.08.39.202 W001.26.56.000
EGD213     N052.08.39.202 W001.26.56.000 N052.08.39.288 W001.26.52.762
EGD213     N052.08.39.288 W001.26.52.762 N052.08.39.548 W001.26.49.548
EGD213     N052.08.39.548 W001.26.49.548 N052.08.39.978 W001.26.46.383
EGD213     N052.08.39.978 W001.26.46.383 N052.08.40.577 W001.26.43.291
EGD213     N052.08.40.577 W001.26.43.291 N052.08.41.338 W001.26.40.297
EGD213     N052.08.41.338 W001.26.40.297 N052.08.42.256 W001.26.37.421
EGD213     N052.08.42.256 W001.26.37.421 N052.08.43.325 W001.26.34.687
EGD213     N052.08.43.325 W001.26.34.687 N052.08.44.536 W001.26.32.115
EGD213     N052.08.44.536 W001.26.32.115 N052.08.45.880 W001.26.29.725
EGD213     N052.08.45.880 W001.26.29.725 N052.08.47.346 W001.26.27.535
EGD213     N052.08.47.346 W001.26.27.535 N052.08.48.924 W001.26.25.562
EGD213     N052.08.48.924 W001.26.25.562 N052.08.50.602 W001.26.23.820
EGD213     N052.08.50.602 W001.26.23.820 N052.08.52.366 W001.26.22.323
EGD213     N052.08.52.366 W001.26.22.323 N052.08.54.204 W001.26.21.083
EGD213     N052.08.54.204 W001.26.21.083 N052.08.56.101 W001.26.20.108
EGD213     N052.08.56.101 W001.26.20.108 N052.08.58.042 W001.26.19.406
EGD213     N052.08.58.042 W001.26.19.406 N052.09.00.014 W001.26.18.983
EGD213     N052.09.00.014 W001.26.18.983 N052.09.02.002 W001.26.18.842
EGD213     N052.09.02.002 W001.26.18.842 N052.09.02.002 W001.26.18.842
;EGD215
EGD215     N052.37.54.001 W000.35.24.378 N052.37.57.439 W000.35.24.874
EGD215     N052.37.57.439 W000.35.24.874 N052.37.59.126 W000.35.25.490
EGD215     N052.37.59.126 W000.35.25.490 N052.38.00.773 W000.35.26.346
EGD215     N052.38.00.773 W000.35.26.346 N052.38.02.369 W000.35.27.435
EGD215     N052.38.02.369 W000.35.27.435 N052.38.03.901 W000.35.28.749
EGD215     N052.38.03.901 W000.35.28.749 N052.38.05.358 W000.35.30.278
EGD215     N052.38.05.358 W000.35.30.278 N052.38.06.728 W000.35.32.011
EGD215     N052.38.06.728 W000.35.32.011 N052.38.08.002 W000.35.33.933
EGD215     N052.38.08.002 W000.35.33.933 N052.38.09.169 W000.35.36.032
EGD215     N052.38.09.169 W000.35.36.032 N052.38.10.220 W000.35.38.290
EGD215     N052.38.10.220 W000.35.38.290 N052.38.11.149 W000.35.40.690
EGD215     N052.38.11.149 W000.35.40.690 N052.38.11.946 W000.35.43.214
EGD215     N052.38.11.946 W000.35.43.214 N052.38.12.607 W000.35.45.844
EGD215     N052.38.12.607 W000.35.45.844 N052.38.13.127 W000.35.48.558
EGD215     N052.38.13.127 W000.35.48.558 N052.38.13.500 W000.35.51.336
EGD215     N052.38.13.500 W000.35.51.336 N052.38.13.726 W000.35.54.158
EGD215     N052.38.13.726 W000.35.54.158 N052.38.13.801 W000.35.57.001
EGD215     N052.38.13.801 W000.35.57.001 N052.38.13.726 W000.35.59.844
EGD215     N052.38.13.726 W000.35.59.844 N052.38.13.500 W000.36.02.666
EGD215     N052.38.13.500 W000.36.02.666 N052.38.13.127 W000.36.05.445
EGD215     N052.38.13.127 W000.36.05.445 N052.38.12.607 W000.36.08.159
EGD215     N052.38.12.607 W000.36.08.159 N052.38.11.946 W000.36.10.788
EGD215     N052.38.11.946 W000.36.10.788 N052.38.11.149 W000.36.13.313
EGD215     N052.38.11.149 W000.36.13.313 N052.38.10.220 W000.36.15.713
EGD215     N052.38.10.220 W000.36.15.713 N052.38.09.169 W000.36.17.971
EGD215     N052.38.09.169 W000.36.17.971 N052.38.08.002 W000.36.20.069
EGD215     N052.38.08.002 W000.36.20.069 N052.38.06.728 W000.36.21.992
EGD215     N052.38.06.728 W000.36.21.992 N052.38.05.358 W000.36.23.724
EGD215     N052.38.05.358 W000.36.23.724 N052.38.03.901 W000.36.25.253
EGD215     N052.38.03.901 W000.36.25.253 N052.38.02.369 W000.36.26.568
EGD215     N052.38.02.369 W000.36.26.568 N052.38.00.773 W000.36.27.657
EGD215     N052.38.00.773 W000.36.27.657 N052.37.59.126 W000.36.28.512
EGD215     N052.37.59.126 W000.36.28.512 N052.37.57.439 W000.36.29.128
EGD215     N052.37.57.439 W000.36.29.128 N052.37.55.727 W000.36.29.500
EGD215     N052.37.55.727 W000.36.29.500 N052.37.54.001 W000.36.29.624
EGD215     N052.37.54.001 W000.36.29.624 N052.37.52.276 W000.36.29.500
EGD215     N052.37.52.276 W000.36.29.500 N052.37.50.563 W000.36.29.128
EGD215     N052.37.50.563 W000.36.29.128 N052.37.48.877 W000.36.28.512
EGD215     N052.37.48.877 W000.36.28.512 N052.37.47.229 W000.36.27.657
EGD215     N052.37.47.229 W000.36.27.657 N052.37.45.633 W000.36.26.568
EGD215     N052.37.45.633 W000.36.26.568 N052.37.44.101 W000.36.25.253
EGD215     N052.37.44.101 W000.36.25.253 N052.37.42.644 W000.36.23.724
EGD215     N052.37.42.644 W000.36.23.724 N052.37.41.274 W000.36.21.992
EGD215     N052.37.41.274 W000.36.21.992 N052.37.40.000 W000.36.20.069
EGD215     N052.37.40.000 W000.36.20.069 N052.37.38.834 W000.36.17.971
EGD215     N052.37.38.834 W000.36.17.971 N052.37.37.782 W000.36.15.713
EGD215     N052.37.37.782 W000.36.15.713 N052.37.36.854 W000.36.13.313
EGD215     N052.37.36.854 W000.36.13.313 N052.37.36.056 W000.36.10.788
EGD215     N052.37.36.056 W000.36.10.788 N052.37.35.395 W000.36.08.159
EGD215     N052.37.35.395 W000.36.08.159 N052.37.34.876 W000.36.05.445
EGD215     N052.37.34.876 W000.36.05.445 N052.37.34.502 W000.36.02.666
EGD215     N052.37.34.502 W000.36.02.666 N052.37.34.277 W000.35.59.844
EGD215     N052.37.34.277 W000.35.59.844 N052.37.34.201 W000.35.57.001
EGD215     N052.37.34.201 W000.35.57.001 N052.37.34.277 W000.35.54.158
EGD215     N052.37.34.277 W000.35.54.158 N052.37.34.502 W000.35.51.336
EGD215     N052.37.34.502 W000.35.51.336 N052.37.34.876 W000.35.48.558
EGD215     N052.37.34.876 W000.35.48.558 N052.37.35.395 W000.35.45.844
EGD215     N052.37.35.395 W000.35.45.844 N052.37.36.056 W000.35.43.214
EGD215     N052.37.36.056 W000.35.43.214 N052.37.36.854 W000.35.40.690
EGD215     N052.37.36.854 W000.35.40.690 N052.37.37.782 W000.35.38.290
EGD215     N052.37.37.782 W000.35.38.290 N052.37.38.834 W000.35.36.032
EGD215     N052.37.38.834 W000.35.36.032 N052.37.40.000 W000.35.33.933
EGD215     N052.37.40.000 W000.35.33.933 N052.37.41.274 W000.35.32.011
EGD215     N052.37.41.274 W000.35.32.011 N052.37.42.644 W000.35.30.278
EGD215     N052.37.42.644 W000.35.30.278 N052.37.44.101 W000.35.28.749
EGD215     N052.37.44.101 W000.35.28.749 N052.37.45.633 W000.35.27.435
EGD215     N052.37.45.633 W000.35.27.435 N052.37.47.229 W000.35.26.346
EGD215     N052.37.47.229 W000.35.26.346 N052.37.48.877 W000.35.25.490
EGD215     N052.37.48.877 W000.35.25.490 N052.37.50.563 W000.35.24.874
EGD215     N052.37.50.563 W000.35.24.874 N052.37.52.276 W000.35.24.502
EGD215     N052.37.52.276 W000.35.24.502 N052.37.54.001 W000.35.24.378
EGD215     N052.37.54.001 W000.35.24.378 N052.37.54.001 W000.35.24.378
;EGD216
EGD216     N052.04.53.000 W002.44.50.734 N052.05.13.838 W002.44.53.700
EGD216     N052.05.13.838 W002.44.53.700 N052.05.24.059 W002.44.57.387
EGD216     N052.05.24.059 W002.44.57.387 N052.05.34.043 W002.45.02.510
EGD216     N052.05.34.043 W002.45.02.510 N052.05.43.715 W002.45.09.029
EGD216     N052.05.43.715 W002.45.09.029 N052.05.53.000 W002.45.16.895
EGD216     N052.05.53.000 W002.45.16.895 N052.06.01.830 W002.45.26.047
EGD216     N052.06.01.830 W002.45.26.047 N052.06.10.135 W002.45.36.418
EGD216     N052.06.10.135 W002.45.36.418 N052.06.17.853 W002.45.47.926
EGD216     N052.06.17.853 W002.45.47.926 N052.06.24.926 W002.46.00.486
EGD216     N052.06.24.926 W002.46.00.486 N052.06.31.299 W002.46.14.000
EGD216     N052.06.31.299 W002.46.14.000 N052.06.36.923 W002.46.28.367
EGD216     N052.06.36.923 W002.46.28.367 N052.06.41.757 W002.46.43.478
EGD216     N052.06.41.757 W002.46.43.478 N052.06.45.764 W002.46.59.216
EGD216     N052.06.45.764 W002.46.59.216 N052.06.48.911 W002.47.15.462
EGD216     N052.06.48.911 W002.47.15.462 N052.06.51.177 W002.47.32.093
EGD216     N052.06.51.177 W002.47.32.093 N052.06.52.544 W002.47.48.983
EGD216     N052.06.52.544 W002.47.48.983 N052.06.53.000 W002.48.06.001
EGD216     N052.06.53.000 W002.48.06.001 N052.06.52.544 W002.48.23.020
EGD216     N052.06.52.544 W002.48.23.020 N052.06.51.177 W002.48.39.909
EGD216     N052.06.51.177 W002.48.39.909 N052.06.48.911 W002.48.56.540
EGD216     N052.06.48.911 W002.48.56.540 N052.06.45.764 W002.49.12.787
EGD216     N052.06.45.764 W002.49.12.787 N052.06.41.757 W002.49.28.525
EGD216     N052.06.41.757 W002.49.28.525 N052.06.36.923 W002.49.43.635
EGD216     N052.06.36.923 W002.49.43.635 N052.06.31.299 W002.49.58.002
EGD216     N052.06.31.299 W002.49.58.002 N052.06.24.926 W002.50.11.517
EGD216     N052.06.24.926 W002.50.11.517 N052.06.17.853 W002.50.24.076
EGD216     N052.06.17.853 W002.50.24.076 N052.06.10.135 W002.50.35.585
EGD216     N052.06.10.135 W002.50.35.585 N052.06.01.830 W002.50.45.955
EGD216     N052.06.01.830 W002.50.45.955 N052.05.53.000 W002.50.55.108
EGD216     N052.05.53.000 W002.50.55.108 N052.05.43.715 W002.51.02.974
EGD216     N052.05.43.715 W002.51.02.974 N052.05.34.043 W002.51.09.493
EGD216     N052.05.34.043 W002.51.09.493 N052.05.24.059 W002.51.14.615
EGD216     N052.05.24.059 W002.51.14.615 N052.05.13.838 W002.51.18.302
EGD216     N052.05.13.838 W002.51.18.302 N052.05.03.459 W002.51.20.526
EGD216     N052.05.03.459 W002.51.20.526 N052.04.53.000 W002.51.21.269
EGD216     N052.04.53.000 W002.51.21.269 N052.04.42.542 W002.51.20.526
EGD216     N052.04.42.542 W002.51.20.526 N052.04.32.163 W002.51.18.302
EGD216     N052.04.32.163 W002.51.18.302 N052.04.21.942 W002.51.14.615
EGD216     N052.04.21.942 W002.51.14.615 N052.04.11.958 W002.51.09.493
EGD216     N052.04.11.958 W002.51.09.493 N052.04.02.286 W002.51.02.974
EGD216     N052.04.02.286 W002.51.02.974 N052.03.53.000 W002.50.55.108
EGD216     N052.03.53.000 W002.50.55.108 N052.03.44.171 W002.50.45.955
EGD216     N052.03.44.171 W002.50.45.955 N052.03.35.866 W002.50.35.585
EGD216     N052.03.35.866 W002.50.35.585 N052.03.28.148 W002.50.24.076
EGD216     N052.03.28.148 W002.50.24.076 N052.03.21.075 W002.50.11.517
EGD216     N052.03.21.075 W002.50.11.517 N052.03.14.702 W002.49.58.002
EGD216     N052.03.14.702 W002.49.58.002 N052.03.09.077 W002.49.43.635
EGD216     N052.03.09.077 W002.49.43.635 N052.03.04.243 W002.49.28.525
EGD216     N052.03.04.243 W002.49.28.525 N052.03.00.237 W002.49.12.787
EGD216     N052.03.00.237 W002.49.12.787 N052.02.57.089 W002.48.56.540
EGD216     N052.02.57.089 W002.48.56.540 N052.02.54.823 W002.48.39.909
EGD216     N052.02.54.823 W002.48.39.909 N052.02.53.457 W002.48.23.020
EGD216     N052.02.53.457 W002.48.23.020 N052.02.53.000 W002.48.06.001
EGD216     N052.02.53.000 W002.48.06.001 N052.02.53.457 W002.47.48.983
EGD216     N052.02.53.457 W002.47.48.983 N052.02.54.823 W002.47.32.093
EGD216     N052.02.54.823 W002.47.32.093 N052.02.57.089 W002.47.15.462
EGD216     N052.02.57.089 W002.47.15.462 N052.03.00.237 W002.46.59.216
EGD216     N052.03.00.237 W002.46.59.216 N052.03.04.243 W002.46.43.478
EGD216     N052.03.04.243 W002.46.43.478 N052.03.09.077 W002.46.28.367
EGD216     N052.03.09.077 W002.46.28.367 N052.03.14.702 W002.46.14.000
EGD216     N052.03.14.702 W002.46.14.000 N052.03.21.075 W002.46.00.486
EGD216     N052.03.21.075 W002.46.00.486 N052.03.28.148 W002.45.47.926
EGD216     N052.03.28.148 W002.45.47.926 N052.03.35.866 W002.45.36.418
EGD216     N052.03.35.866 W002.45.36.418 N052.03.44.171 W002.45.26.047
EGD216     N052.03.44.171 W002.45.26.047 N052.03.53.000 W002.45.16.895
EGD216     N052.03.53.000 W002.45.16.895 N052.04.02.286 W002.45.09.029
EGD216     N052.04.02.286 W002.45.09.029 N052.04.11.958 W002.45.02.510
EGD216     N052.04.11.958 W002.45.02.510 N052.04.21.942 W002.44.57.387
EGD216     N052.04.21.942 W002.44.57.387 N052.04.32.163 W002.44.53.700
EGD216     N052.04.32.163 W002.44.53.700 N052.04.42.542 W002.44.51.477
EGD216     N052.04.42.542 W002.44.51.477 N052.04.53.000 W002.44.50.734
EGD216     N052.04.53.000 W002.44.50.734 N052.04.53.000 W002.44.50.734
;EGD304
EGD304     N053.09.51.001 W001.54.59.880 N053.10.06.630 W001.55.02.160
EGD304     N053.10.06.630 W001.55.02.160 N053.10.14.295 W001.55.04.995
EGD304     N053.10.14.295 W001.55.04.995 N053.10.21.783 W001.55.08.933
EGD304     N053.10.21.783 W001.55.08.933 N053.10.29.037 W001.55.13.945
EGD304     N053.10.29.037 W001.55.13.945 N053.10.36.001 W001.55.19.992
EGD304     N053.10.36.001 W001.55.19.992 N053.10.42.623 W001.55.27.028
EGD304     N053.10.42.623 W001.55.27.028 N053.10.48.852 W001.55.35.001
EGD304     N053.10.48.852 W001.55.35.001 N053.10.54.641 W001.55.43.849
EGD304     N053.10.54.641 W001.55.43.849 N053.10.59.945 W001.55.53.504
EGD304     N053.10.59.945 W001.55.53.504 N053.11.04.725 W001.56.03.894
EGD304     N053.11.04.725 W001.56.03.894 N053.11.08.943 W001.56.14.939
EGD304     N053.11.08.943 W001.56.14.939 N053.11.12.569 W001.56.26.556
EGD304     N053.11.12.569 W001.56.26.556 N053.11.15.574 W001.56.38.655
EGD304     N053.11.15.574 W001.56.38.655 N053.11.17.935 W001.56.51.145
EGD304     N053.11.17.935 W001.56.51.145 N053.11.19.634 W001.57.03.931
EGD304     N053.11.19.634 W001.57.03.931 N053.11.20.659 W001.57.16.915
EGD304     N053.11.20.659 W001.57.16.915 N053.11.21.001 W001.57.29.999
EGD304     N053.11.21.001 W001.57.29.999 N053.11.20.659 W001.57.43.083
EGD304     N053.11.20.659 W001.57.43.083 N053.11.19.634 W001.57.56.067
EGD304     N053.11.19.634 W001.57.56.067 N053.11.17.935 W001.58.08.852
EGD304     N053.11.17.935 W001.58.08.852 N053.11.15.574 W001.58.21.343
EGD304     N053.11.15.574 W001.58.21.343 N053.11.12.569 W001.58.33.442
EGD304     N053.11.12.569 W001.58.33.442 N053.11.08.943 W001.58.45.058
EGD304     N053.11.08.943 W001.58.45.058 N053.11.04.725 W001.58.56.104
EGD304     N053.11.04.725 W001.58.56.104 N053.10.59.945 W001.59.06.493
EGD304     N053.10.59.945 W001.59.06.493 N053.10.54.641 W001.59.16.149
EGD304     N053.10.54.641 W001.59.16.149 N053.10.48.852 W001.59.24.997
EGD304     N053.10.48.852 W001.59.24.997 N053.10.42.623 W001.59.32.969
EGD304     N053.10.42.623 W001.59.32.969 N053.10.36.001 W001.59.40.006
EGD304     N053.10.36.001 W001.59.40.006 N053.10.29.037 W001.59.46.053
EGD304     N053.10.29.037 W001.59.46.053 N053.10.21.783 W001.59.51.065
EGD304     N053.10.21.783 W001.59.51.065 N053.10.14.295 W001.59.55.003
EGD304     N053.10.14.295 W001.59.55.003 N053.10.06.630 W001.59.57.837
EGD304     N053.10.06.630 W001.59.57.837 N053.09.58.845 W001.59.59.547
EGD304     N053.09.58.845 W001.59.59.547 N053.09.51.001 W002.00.00.118
EGD304     N053.09.51.001 W002.00.00.118 N053.09.43.157 W001.59.59.547
EGD304     N053.09.43.157 W001.59.59.547 N053.09.35.373 W001.59.57.837
