;CRYSTAL PALACE AND WROTHAM MASTS
EGR101     N051.22.32.781 W001.11.02.462 N051.22.25.293 W001.11.06.244
EGR101     N051.22.25.293 W001.11.06.244 N051.22.17.628 W001.11.08.966
EGR101     N051.22.17.628 W001.11.08.966 N051.22.09.843 W001.11.10.607
EGR101     N051.22.09.843 W001.11.10.607 N051.22.01.999 W001.11.11.156
EGR101     N051.22.01.999 W001.11.11.156 N051.21.54.155 W001.11.10.607
EGR101     N051.21.54.155 W001.11.10.607 N051.21.46.371 W001.11.08.966
EGR101     N051.21.46.371 W001.11.08.966 N051.21.38.705 W001.11.06.244
EGR101     N051.21.38.705 W001.11.06.244 N051.21.31.217 W001.11.02.462
EGR101     N051.21.31.217 W001.11.02.462 N051.21.23.964 W001.10.57.649
EGR101     N051.21.23.964 W001.10.57.649 N051.21.16.999 W001.10.51.843
EGR101     N051.21.16.999 W001.10.51.843 N051.21.10.377 W001.10.45.086
EGR101     N051.21.10.377 W001.10.45.086 N051.21.04.148 W001.10.37.430
EGR101     N051.21.04.148 W001.10.37.430 N051.20.58.360 W001.10.28.934
EGR101     N051.20.58.360 W001.10.28.934 N051.20.53.055 W001.10.19.662
EGR101     N051.20.53.055 W001.10.19.662 N051.20.48.276 W001.10.09.684
EGR101     N051.20.48.276 W001.10.09.684 N051.20.44.057 W001.09.59.078
EGR101     N051.20.44.057 W001.09.59.078 N051.20.40.431 W001.09.47.923
EGR101     N051.20.40.431 W001.09.47.923 N051.20.37.427 W001.09.36.304
EGR101     N051.20.37.427 W001.09.36.304 N051.20.35.066 W001.09.24.311
EGR101     N051.20.35.066 W001.09.24.311 N051.20.33.367 W001.09.12.033
EGR101     N051.20.33.367 W001.09.12.033 N051.20.32.342 W001.08.59.564
EGR101     N051.20.32.342 W001.08.59.564 N051.20.31.999 W001.08.47.000
EGR101     N051.20.31.999 W001.08.47.000 N051.20.32.342 W001.08.34.436
EGR101     N051.20.32.342 W001.08.34.436 N051.20.33.367 W001.08.21.968
EGR101     N051.20.33.367 W001.08.21.968 N051.20.35.066 W001.08.09.690
EGR101     N051.20.35.066 W001.08.09.690 N051.20.37.427 W001.07.57.696
EGR101     N051.20.37.427 W001.07.57.696 N051.20.40.431 W001.07.46.078
EGR101     N051.20.40.431 W001.07.46.078 N051.20.44.057 W001.07.34.923
EGR101     N051.20.44.057 W001.07.34.923 N051.20.48.276 W001.07.24.316
EGR101     N051.20.48.276 W001.07.24.316 N051.20.53.055 W001.07.14.339
EGR101     N051.20.53.055 W001.07.14.339 N051.20.58.360 W001.07.05.067
EGR101     N051.20.58.360 W001.07.05.067 N051.21.04.148 W001.06.56.571
EGR101     N051.21.04.148 W001.06.56.571 N051.21.10.377 W001.06.48.915
EGR101     N051.21.10.377 W001.06.48.915 N051.21.16.999 W001.06.42.158
EGR101     N051.21.16.999 W001.06.42.158 N051.21.23.964 W001.06.36.351
EGR101     N051.21.23.964 W001.06.36.351 N051.21.31.217 W001.06.31.539
EGR101     N051.21.31.217 W001.06.31.539 N051.21.38.705 W001.06.27.757
EGR101     N051.21.38.705 W001.06.27.757 N051.21.46.371 W001.06.25.035
EGR101     N051.21.46.371 W001.06.25.035 N051.21.54.155 W001.06.23.394
EGR101     N051.21.54.155 W001.06.23.394 N051.22.01.999 W001.06.22.845
EGR101     N051.22.01.999 W001.06.22.845 N051.22.01.999 W001.06.22.845
;EGR104
EGR104     N051.24.24.001 W000.59.48.813 N051.24.34.420 W000.59.50.274
EGR104     N051.24.34.420 W000.59.50.274 N051.24.39.530 W000.59.52.091
EGR104     N051.24.39.530 W000.59.52.091 N051.24.44.522 W000.59.54.614
EGR104     N051.24.44.522 W000.59.54.614 N051.24.49.358 W000.59.57.825
EGR104     N051.24.49.358 W000.59.57.825 N051.24.54.001 W001.00.01.700
EGR104     N051.24.54.001 W001.00.01.700 N051.24.58.416 W001.00.06.208
EGR104     N051.24.58.416 W001.00.06.208 N051.25.02.568 W001.00.11.317
EGR104     N051.25.02.568 W001.00.11.317 N051.25.06.428 W001.00.16.986
EGR104     N051.25.06.428 W001.00.16.986 N051.25.09.964 W001.00.23.172
EGR104     N051.25.09.964 W001.00.23.172 N051.25.13.150 W001.00.29.829
EGR104     N051.25.13.150 W001.00.29.829 N051.25.15.963 W001.00.36.906
EGR104     N051.25.15.963 W001.00.36.906 N051.25.18.380 W001.00.44.349
EGR104     N051.25.18.380 W001.00.44.349 N051.25.20.383 W001.00.52.102
EGR104     N051.25.20.383 W001.00.52.102 N051.25.21.957 W001.01.00.105
EGR104     N051.25.21.957 W001.01.00.105 N051.25.23.090 W001.01.08.297
EGR104     N051.25.23.090 W001.01.08.297 N051.25.23.773 W001.01.16.616
EGR104     N051.25.23.773 W001.01.16.616 N051.25.24.001 W001.01.25.000
EGR104     N051.25.24.001 W001.01.25.000 N051.25.23.773 W001.01.33.383
EGR104     N051.25.23.773 W001.01.33.383 N051.25.23.090 W001.01.41.702
EGR104     N051.25.23.090 W001.01.41.702 N051.25.21.957 W001.01.49.894
EGR104     N051.25.21.957 W001.01.49.894 N051.25.20.383 W001.01.57.897
EGR104     N051.25.20.383 W001.01.57.897 N051.25.18.380 W001.02.05.650
EGR104     N051.25.18.380 W001.02.05.650 N051.25.15.963 W001.02.13.093
EGR104     N051.25.15.963 W001.02.13.093 N051.25.13.150 W001.02.20.170
EGR104     N051.25.13.150 W001.02.20.170 N051.25.09.964 W001.02.26.827
EGR104     N051.25.09.964 W001.02.26.827 N051.25.06.428 W001.02.33.014
EGR104     N051.25.06.428 W001.02.33.014 N051.25.02.568 W001.02.38.683
EGR104     N051.25.02.568 W001.02.38.683 N051.24.58.416 W001.02.43.791
EGR104     N051.24.58.416 W001.02.43.791 N051.24.54.001 W001.02.48.299
EGR104     N051.24.54.001 W001.02.48.299 N051.24.49.358 W001.02.52.174
EGR104     N051.24.49.358 W001.02.52.174 N051.24.44.522 W001.02.55.385
EGR104     N051.24.44.522 W001.02.55.385 N051.24.39.530 W001.02.57.909
EGR104     N051.24.39.530 W001.02.57.909 N051.24.34.420 W001.02.59.725
EGR104     N051.24.34.420 W001.02.59.725 N051.24.29.231 W001.03.00.820
EGR104     N051.24.29.231 W001.03.00.820 N051.24.24.001 W001.03.01.186
EGR104     N051.24.24.001 W001.03.01.186 N051.24.18.772 W001.03.00.820
EGR104     N051.24.18.772 W001.03.00.820 N051.24.13.582 W001.02.59.725
EGR104     N051.24.13.582 W001.02.59.725 N051.24.08.472 W001.02.57.909
EGR104     N051.24.08.472 W001.02.57.909 N051.24.03.480 W001.02.55.385
EGR104     N051.24.03.480 W001.02.55.385 N051.23.58.644 W001.02.52.174
EGR104     N051.23.58.644 W001.02.52.174 N051.23.54.001 W001.02.48.299
EGR104     N051.23.54.001 W001.02.48.299 N051.23.49.587 W001.02.43.791
EGR104     N051.23.49.587 W001.02.43.791 N051.23.45.434 W001.02.38.683
EGR104     N051.23.45.434 W001.02.38.683 N051.23.41.575 W001.02.33.014
EGR104     N051.23.41.575 W001.02.33.014 N051.23.38.039 W001.02.26.827
EGR104     N051.23.38.039 W001.02.26.827 N051.23.34.852 W001.02.20.170
EGR104     N051.23.34.852 W001.02.20.170 N051.23.32.040 W001.02.13.093
EGR104     N051.23.32.040 W001.02.13.093 N051.23.29.623 W001.02.05.650
EGR104     N051.23.29.623 W001.02.05.650 N051.23.27.620 W001.01.57.897
EGR104     N051.23.27.620 W001.01.57.897 N051.23.26.046 W001.01.49.894
EGR104     N051.23.26.046 W001.01.49.894 N051.23.24.913 W001.01.41.702
EGR104     N051.23.24.913 W001.01.41.702 N051.23.24.230 W001.01.33.383
EGR104     N051.23.24.230 W001.01.33.383 N051.23.24.001 W001.01.25.000
EGR104     N051.23.24.001 W001.01.25.000 N051.23.24.230 W001.01.16.616
EGR104     N051.23.24.230 W001.01.16.616 N051.23.24.913 W001.01.08.297
EGR104     N051.23.24.913 W001.01.08.297 N051.23.26.046 W001.01.00.105
EGR104     N051.23.26.046 W001.01.00.105 N051.23.27.620 W001.00.52.102
EGR104     N051.23.27.620 W001.00.52.102 N051.23.29.623 W001.00.44.349
EGR104     N051.23.29.623 W001.00.44.349 N051.23.32.040 W001.00.36.906
EGR104     N051.23.32.040 W001.00.36.906 N051.23.34.852 W001.00.29.829
EGR104     N051.23.34.852 W001.00.29.829 N051.23.38.039 W001.00.23.172
EGR104     N051.23.38.039 W001.00.23.172 N051.23.41.575 W001.00.16.986
EGR104     N051.23.41.575 W001.00.16.986 N051.23.45.434 W001.00.11.317
EGR104     N051.23.45.434 W001.00.11.317 N051.23.49.587 W001.00.06.208
EGR104     N051.23.49.587 W001.00.06.208 N051.23.54.001 W001.00.01.700
EGR104     N051.23.54.001 W001.00.01.700 N051.23.58.644 W000.59.57.825
EGR104     N051.23.58.644 W000.59.57.825 N051.24.03.480 W000.59.54.614
EGR104     N051.24.03.480 W000.59.54.614 N051.24.08.472 W000.59.52.091
EGR104     N051.24.08.472 W000.59.52.091 N051.24.13.582 W000.59.50.274
EGR104     N051.24.13.582 W000.59.50.274 N051.24.18.772 W000.59.49.179
EGR104     N051.24.18.772 W000.59.49.179 N051.24.24.001 W000.59.48.813
EGR104     N051.24.24.001 W000.59.48.813 N051.24.24.001 W000.59.48.813
;EGR105
EGR105     N051.37.19.999 W002.08.25.038 N051.37.35.628 W002.08.27.240
EGR105     N051.37.35.628 W002.08.27.240 N051.37.43.293 W002.08.29.977
EGR105     N051.37.43.293 W002.08.29.977 N051.37.50.781 W002.08.33.780
EGR105     N051.37.50.781 W002.08.33.780 N051.37.58.035 W002.08.38.620
EGR105     N051.37.58.035 W002.08.38.620 N051.38.04.999 W002.08.44.459
EGR105     N051.38.04.999 W002.08.44.459 N051.38.11.621 W002.08.51.254
EGR105     N051.38.11.621 W002.08.51.254 N051.38.17.850 W002.08.58.953
EGR105     N051.38.17.850 W002.08.58.953 N051.38.23.639 W002.09.07.497
EGR105     N051.38.23.639 W002.09.07.497 N051.38.28.943 W002.09.16.821
EGR105     N051.38.28.943 W002.09.16.821 N051.38.33.723 W002.09.26.854
EGR105     N051.38.33.723 W002.09.26.854 N051.38.37.941 W002.09.37.520
EGR105     N051.38.37.941 W002.09.37.520 N051.38.41.567 W002.09.48.737
EGR105     N051.38.41.567 W002.09.48.737 N051.38.44.572 W002.10.00.421
EGR105     N051.38.44.572 W002.10.00.421 N051.38.46.933 W002.10.12.482
EGR105     N051.38.46.933 W002.10.12.482 N051.38.48.632 W002.10.24.829
EGR105     N051.38.48.632 W002.10.24.829 N051.38.49.657 W002.10.37.367
EGR105     N051.38.49.657 W002.10.37.367 N051.38.49.999 W002.10.50.002
EGR105     N051.38.49.999 W002.10.50.002 N051.38.49.657 W002.11.02.636
EGR105     N051.38.49.657 W002.11.02.636 N051.38.48.632 W002.11.15.174
EGR105     N051.38.48.632 W002.11.15.174 N051.38.46.933 W002.11.27.521
EGR105     N051.38.46.933 W002.11.27.521 N051.38.44.572 W002.11.39.582
EGR105     N051.38.44.572 W002.11.39.582 N051.38.41.567 W002.11.51.266
EGR105     N051.38.41.567 W002.11.51.266 N051.38.37.941 W002.12.02.484
EGR105     N051.38.37.941 W002.12.02.484 N051.38.33.723 W002.12.13.150
EGR105     N051.38.33.723 W002.12.13.150 N051.38.28.943 W002.12.23.183
EGR105     N051.38.28.943 W002.12.23.183 N051.38.23.639 W002.12.32.507
EGR105     N051.38.23.639 W002.12.32.507 N051.38.17.850 W002.12.41.050
EGR105     N051.38.17.850 W002.12.41.050 N051.38.11.621 W002.12.48.749
EGR105     N051.38.11.621 W002.12.48.749 N051.38.04.999 W002.12.55.544
EGR105     N051.38.04.999 W002.12.55.544 N051.37.58.035 W002.13.01.384
EGR105     N051.37.58.035 W002.13.01.384 N051.37.50.781 W002.13.06.223
EGR105     N051.37.50.781 W002.13.06.223 N051.37.43.293 W002.13.10.026
EGR105     N051.37.43.293 W002.13.10.026 N051.37.35.628 W002.13.12.763
EGR105     N051.37.35.628 W002.13.12.763 N051.37.27.843 W002.13.14.414
EGR105     N051.37.27.843 W002.13.14.414 N051.37.19.999 W002.13.14.966
EGR105     N051.37.19.999 W002.13.14.966 N051.37.12.155 W002.13.14.414
EGR105     N051.37.12.155 W002.13.14.414 N051.37.04.371 W002.13.12.763
EGR105     N051.37.04.371 W002.13.12.763 N051.36.56.705 W002.13.10.026
EGR105     N051.36.56.705 W002.13.10.026 N051.36.49.217 W002.13.06.223
EGR105     N051.36.49.217 W002.13.06.223 N051.36.41.964 W002.13.01.384
EGR105     N051.36.41.964 W002.13.01.384 N051.36.34.999 W002.12.55.544
EGR105     N051.36.34.999 W002.12.55.544 N051.36.28.377 W002.12.48.749
EGR105     N051.36.28.377 W002.12.48.749 N051.36.22.148 W002.12.41.050
EGR105     N051.36.22.148 W002.12.41.050 N051.36.16.360 W002.12.32.507
EGR105     N051.36.16.360 W002.12.32.507 N051.36.11.055 W002.12.23.183
EGR105     N051.36.11.055 W002.12.23.183 N051.36.06.276 W002.12.13.150
EGR105     N051.36.06.276 W002.12.13.150 N051.36.02.057 W002.12.02.484
EGR105     N051.36.02.057 W002.12.02.484 N051.35.58.431 W002.11.51.266
EGR105     N051.35.58.431 W002.11.51.266 N051.35.55.427 W002.11.39.582
EGR105     N051.35.55.427 W002.11.39.582 N051.35.53.066 W002.11.27.521
EGR105     N051.35.53.066 W002.11.27.521 N051.35.51.367 W002.11.15.174
EGR105     N051.35.51.367 W002.11.15.174 N051.35.50.342 W002.11.02.636
EGR105     N051.35.50.342 W002.11.02.636 N051.35.49.999 W002.10.50.002
EGR105     N051.35.49.999 W002.10.50.002 N051.35.50.342 W002.10.37.367
EGR105     N051.35.50.342 W002.10.37.367 N051.35.51.367 W002.10.24.829
EGR105     N051.35.51.367 W002.10.24.829 N051.35.53.066 W002.10.12.482
EGR105     N051.35.53.066 W002.10.12.482 N051.35.55.427 W002.10.00.421
EGR105     N051.35.55.427 W002.10.00.421 N051.35.58.431 W002.09.48.737
EGR105     N051.35.58.431 W002.09.48.737 N051.36.02.057 W002.09.37.520
EGR105     N051.36.02.057 W002.09.37.520 N051.36.06.276 W002.09.26.854
EGR105     N051.36.06.276 W002.09.26.854 N051.36.11.055 W002.09.16.821
EGR105     N051.36.11.055 W002.09.16.821 N051.36.16.360 W002.09.07.497
EGR105     N051.36.16.360 W002.09.07.497 N051.36.22.148 W002.08.58.953
EGR105     N051.36.22.148 W002.08.58.953 N051.36.28.377 W002.08.51.254
EGR105     N051.36.28.377 W002.08.51.254 N051.36.34.999 W002.08.44.459
EGR105     N051.36.34.999 W002.08.44.459 N051.36.41.964 W002.08.38.620
EGR105     N051.36.41.964 W002.08.38.620 N051.36.49.217 W002.08.33.780
EGR105     N051.36.49.217 W002.08.33.780 N051.36.56.705 W002.08.29.977
EGR105     N051.36.56.705 W002.08.29.977 N051.37.04.371 W002.08.27.240
EGR105     N051.37.04.371 W002.08.27.240 N051.37.12.155 W002.08.25.589
EGR105     N051.37.12.155 W002.08.25.589 N051.37.19.999 W002.08.25.038
EGR105     N051.37.19.999 W002.08.25.038 N051.37.19.999 W002.08.25.038
;EGR107
EGR107     N051.30.20.002 E000.05.29.000 N051.29.43.001 E000.04.54.001
EGR107     N051.30.21.000 E000.05.40.999 N051.30.20.544 E000.05.32.630 
EGR107     N051.30.20.544 E000.05.32.630 N051.30.20.002 E000.05.29.000 
EGR107     N051.29.43.001 E000.04.54.001 N051.29.40.737 E000.04.55.719 
EGR107     N051.29.40.737 E000.04.55.719 N051.29.35.998 E000.04.59.270 
EGR107     N051.29.35.998 E000.04.59.270 N051.29.31.715 E000.05.04.089 
EGR107     N051.29.31.715 E000.05.04.089 N051.29.28.018 E000.05.10.028 
EGR107     N051.29.28.018 E000.05.10.028 N051.29.25.019 E000.05.16.909 
EGR107     N051.29.25.019 E000.05.16.909 N051.29.22.809 E000.05.24.520 
EGR107     N051.29.22.809 E000.05.24.520 N051.29.21.456 E000.05.32.633 
EGR107     N051.29.21.456 E000.05.32.633 N051.29.21.000 E000.05.40.999 
EGR107     N051.29.21.000 E000.05.40.999 N051.29.21.456 E000.05.49.366 
EGR107     N051.29.21.456 E000.05.49.366 N051.29.22.809 E000.05.57.478 
EGR107     N051.29.22.809 E000.05.57.478 N051.29.25.019 E000.06.05.090 
EGR107     N051.29.25.019 E000.06.05.090 N051.29.28.018 E000.06.11.970 
EGR107     N051.29.28.018 E000.06.11.970 N051.29.31.715 E000.06.17.910 
EGR107     N051.29.31.715 E000.06.17.910 N051.29.35.998 E000.06.22.728 
EGR107     N051.29.35.998 E000.06.22.728 N051.29.40.737 E000.06.26.279 
EGR107     N051.29.40.737 E000.06.26.279 N051.29.45.788 E000.06.28.455 
EGR107     N051.29.45.788 E000.06.28.455 N051.29.50.997 E000.06.29.188 
EGR107     N051.29.50.997 E000.06.29.188 N051.29.56.207 E000.06.28.458 
EGR107     N051.29.56.207 E000.06.28.458 N051.30.01.258 E000.06.26.285 
EGR107     N051.30.01.258 E000.06.26.285 N051.30.05.998 E000.06.22.736 
EGR107     N051.30.05.998 E000.06.22.736 N051.30.10.282 E000.06.17.918 
EGR107     N051.30.10.282 E000.06.17.918 N051.30.13.980 E000.06.11.979 
EGR107     N051.30.13.980 E000.06.11.979 N051.30.16.980 E000.06.05.098 
EGR107     N051.30.16.980 E000.06.05.098 N051.30.19.190 E000.05.57.484 
EGR107     N051.30.19.190 E000.05.57.484 N051.30.20.544 E000.05.49.369 
EGR107     N051.30.20.544 E000.05.49.369 N051.30.21.000 E000.05.40.999 
;EGR153
EGR153     N051.12.17.399 W003.04.20.873 N051.12.38.237 W003.04.23.782
EGR153     N051.12.38.237 W003.04.23.782 N051.12.48.457 W003.04.27.399
EGR153     N051.12.48.457 W003.04.27.399 N051.12.58.441 W003.04.32.423
EGR153     N051.12.58.441 W003.04.32.423 N051.13.08.113 W003.04.38.817
EGR153     N051.13.08.113 W003.04.38.817 N051.13.17.399 W003.04.46.533
EGR153     N051.13.17.399 W003.04.46.533 N051.13.26.228 W003.04.55.510
EGR153     N051.13.26.228 W003.04.55.510 N051.13.34.533 W003.05.05.682
EGR153     N051.13.34.533 W003.05.05.682 N051.13.42.252 W003.05.16.970
EGR153     N051.13.42.252 W003.05.16.970 N051.13.49.324 W003.05.29.289
EGR153     N051.13.49.324 W003.05.29.289 N051.13.55.697 W003.05.42.545
EGR153     N051.13.55.697 W003.05.42.545 N051.14.01.322 W003.05.56.637
EGR153     N051.14.01.322 W003.05.56.637 N051.14.06.156 W003.06.11.458
EGR153     N051.14.06.156 W003.06.11.458 N051.14.10.162 W003.06.26.895
EGR153     N051.14.10.162 W003.06.26.895 N051.14.13.310 W003.06.42.830
EGR153     N051.14.13.310 W003.06.42.830 N051.14.15.576 W003.06.59.143
EGR153     N051.14.15.576 W003.06.59.143 N051.14.16.942 W003.07.15.708
EGR153     N051.14.16.942 W003.07.15.708 N051.14.17.399 W003.07.32.401
EGR153     N051.14.17.399 W003.07.32.401 N051.14.16.942 W003.07.49.094
EGR153     N051.14.16.942 W003.07.49.094 N051.14.15.576 W003.08.05.660
EGR153     N051.14.15.576 W003.08.05.660 N051.14.13.310 W003.08.21.972
EGR153     N051.14.13.310 W003.08.21.972 N051.14.10.162 W003.08.37.908
EGR153     N051.14.10.162 W003.08.37.908 N051.14.06.156 W003.08.53.345
EGR153     N051.14.06.156 W003.08.53.345 N051.14.01.322 W003.09.08.166
EGR153     N051.14.01.322 W003.09.08.166 N051.13.55.697 W003.09.22.258
EGR153     N051.13.55.697 W003.09.22.258 N051.13.49.324 W003.09.35.513
EGR153     N051.13.49.324 W003.09.35.513 N051.13.42.252 W003.09.47.832
EGR153     N051.13.42.252 W003.09.47.832 N051.13.34.533 W003.09.59.121
EGR153     N051.13.34.533 W003.09.59.121 N051.13.26.228 W003.10.09.292
EGR153     N051.13.26.228 W003.10.09.292 N051.13.17.399 W003.10.18.270
EGR153     N051.13.17.399 W003.10.18.270 N051.13.08.113 W003.10.25.985
EGR153     N051.13.08.113 W003.10.25.985 N051.12.58.441 W003.10.32.379
EGR153     N051.12.58.441 W003.10.32.379 N051.12.48.457 W003.10.37.404
EGR153     N051.12.48.457 W003.10.37.404 N051.12.38.237 W003.10.41.020
EGR153     N051.12.38.237 W003.10.41.020 N051.12.27.857 W003.10.43.201
EGR153     N051.12.27.857 W003.10.43.201 N051.12.17.399 W003.10.43.930
EGR153     N051.12.17.399 W003.10.43.930 N051.12.06.940 W003.10.43.201
EGR153     N051.12.06.940 W003.10.43.201 N051.11.56.561 W003.10.41.020
EGR153     N051.11.56.561 W003.10.41.020 N051.11.46.341 W003.10.37.404
EGR153     N051.11.46.341 W003.10.37.404 N051.11.36.356 W003.10.32.379
EGR153     N051.11.36.356 W003.10.32.379 N051.11.26.685 W003.10.25.985
EGR153     N051.11.26.685 W003.10.25.985 N051.11.17.399 W003.10.18.270
EGR153     N051.11.17.399 W003.10.18.270 N051.11.08.570 W003.10.09.292
EGR153     N051.11.08.570 W003.10.09.292 N051.11.00.264 W003.09.59.121
EGR153     N051.11.00.264 W003.09.59.121 N051.10.52.546 W003.09.47.832
EGR153     N051.10.52.546 W003.09.47.832 N051.10.45.473 W003.09.35.513
EGR153     N051.10.45.473 W003.09.35.513 N051.10.39.101 W003.09.22.258
EGR153     N051.10.39.101 W003.09.22.258 N051.10.33.476 W003.09.08.166
EGR153     N051.10.33.476 W003.09.08.166 N051.10.28.642 W003.08.53.345
EGR153     N051.10.28.642 W003.08.53.345 N051.10.24.636 W003.08.37.908
EGR153     N051.10.24.636 W003.08.37.908 N051.10.21.488 W003.08.21.972
EGR153     N051.10.21.488 W003.08.21.972 N051.10.19.222 W003.08.05.660
EGR153     N051.10.19.222 W003.08.05.660 N051.10.17.855 W003.07.49.094
EGR153     N051.10.17.855 W003.07.49.094 N051.10.17.399 W003.07.32.401
EGR153     N051.10.17.399 W003.07.32.401 N051.10.17.855 W003.07.15.708
EGR153     N051.10.17.855 W003.07.15.708 N051.10.19.222 W003.06.59.143
EGR153     N051.10.19.222 W003.06.59.143 N051.10.21.488 W003.06.42.830
EGR153     N051.10.21.488 W003.06.42.830 N051.10.24.636 W003.06.26.895
EGR153     N051.10.24.636 W003.06.26.895 N051.10.28.642 W003.06.11.458
EGR153     N051.10.28.642 W003.06.11.458 N051.10.33.476 W003.05.56.637
EGR153     N051.10.33.476 W003.05.56.637 N051.10.39.101 W003.05.42.545
EGR153     N051.10.39.101 W003.05.42.545 N051.10.45.473 W003.05.29.289
EGR153     N051.10.45.473 W003.05.29.289 N051.10.52.546 W003.05.16.970
EGR153     N051.10.52.546 W003.05.16.970 N051.11.00.264 W003.05.05.682
EGR153     N051.11.00.264 W003.05.05.682 N051.11.08.570 W003.04.55.510
EGR153     N051.11.08.570 W003.04.55.510 N051.11.17.399 W003.04.46.533
EGR153     N051.11.17.399 W003.04.46.533 N051.11.26.685 W003.04.38.817
EGR153     N051.11.26.685 W003.04.38.817 N051.11.36.356 W003.04.32.423
EGR153     N051.11.36.356 W003.04.32.423 N051.11.46.341 W003.04.27.399
EGR153     N051.11.46.341 W003.04.27.399 N051.11.56.561 W003.04.23.782
EGR153     N051.11.56.561 W003.04.23.782 N051.12.06.940 W003.04.21.601
EGR153     N051.12.06.940 W003.04.21.601 N051.12.17.399 W003.04.20.873
EGR153     N051.12.17.399 W003.04.20.873 N051.12.17.399 W003.04.20.873
;EGR154
EGR154     N051.38.34.199 W002.30.52.626 N051.38.55.037 W002.30.55.563
EGR154     N051.38.55.037 W002.30.55.563 N051.39.05.257 W002.30.59.215
EGR154     N051.39.05.257 W002.30.59.215 N051.39.15.241 W002.31.04.287
EGR154     N051.39.15.241 W002.31.04.287 N051.39.24.913 W002.31.10.743
EGR154     N051.39.24.913 W002.31.10.743 N051.39.34.199 W002.31.18.533
EGR154     N051.39.34.199 W002.31.18.533 N051.39.43.028 W002.31.27.597
EGR154     N051.39.43.028 W002.31.27.597 N051.39.51.333 W002.31.37.866
EGR154     N051.39.51.333 W002.31.37.866 N051.39.59.052 W002.31.49.263
EGR154     N051.39.59.052 W002.31.49.263 N051.40.06.124 W002.32.01.701
EGR154     N051.40.06.124 W002.32.01.701 N051.40.12.497 W002.32.15.084
EGR154     N051.40.12.497 W002.32.15.084 N051.40.18.122 W002.32.29.312
EGR154     N051.40.18.122 W002.32.29.312 N051.40.22.956 W002.32.44.276
EGR154     N051.40.22.956 W002.32.44.276 N051.40.26.962 W002.32.59.861
EGR154     N051.40.26.962 W002.32.59.861 N051.40.30.110 W002.33.15.950
EGR154     N051.40.30.110 W002.33.15.950 N051.40.32.376 W002.33.32.420
EGR154     N051.40.32.376 W002.33.32.420 N051.40.33.742 W002.33.49.145
EGR154     N051.40.33.742 W002.33.49.145 N051.40.34.199 W002.34.05.999
EGR154     N051.40.34.199 W002.34.05.999 N051.40.33.742 W002.34.22.852
EGR154     N051.40.33.742 W002.34.22.852 N051.40.32.376 W002.34.39.578
EGR154     N051.40.32.376 W002.34.39.578 N051.40.30.110 W002.34.56.047
EGR154     N051.40.30.110 W002.34.56.047 N051.40.26.962 W002.35.12.136
EGR154     N051.40.26.962 W002.35.12.136 N051.40.22.956 W002.35.27.722
EGR154     N051.40.22.956 W002.35.27.722 N051.40.18.122 W002.35.42.685
EGR154     N051.40.18.122 W002.35.42.685 N051.40.12.497 W002.35.56.913
EGR154     N051.40.12.497 W002.35.56.913 N051.40.06.124 W002.36.10.297
EGR154     N051.40.06.124 W002.36.10.297 N051.39.59.052 W002.36.22.734
EGR154     N051.39.59.052 W002.36.22.734 N051.39.51.333 W002.36.34.131
EGR154     N051.39.51.333 W002.36.34.131 N051.39.43.028 W002.36.44.401
EGR154     N051.39.43.028 W002.36.44.401 N051.39.34.199 W002.36.53.465
EGR154     N051.39.34.199 W002.36.53.465 N051.39.24.913 W002.37.01.254
EGR154     N051.39.24.913 W002.37.01.254 N051.39.15.241 W002.37.07.710
EGR154     N051.39.15.241 W002.37.07.710 N051.39.05.257 W002.37.12.783
EGR154     N051.39.05.257 W002.37.12.783 N051.38.55.037 W002.37.16.434
EGR154     N051.38.55.037 W002.37.16.434 N051.38.44.657 W002.37.18.636
EGR154     N051.38.44.657 W002.37.18.636 N051.38.34.199 W002.37.19.372
EGR154     N051.38.34.199 W002.37.19.372 N051.38.23.740 W002.37.18.636
EGR154     N051.38.23.740 W002.37.18.636 N051.38.13.361 W002.37.16.434
EGR154     N051.38.13.361 W002.37.16.434 N051.38.03.141 W002.37.12.783
EGR154     N051.38.03.141 W002.37.12.783 N051.37.53.156 W002.37.07.710
EGR154     N051.37.53.156 W002.37.07.710 N051.37.43.485 W002.37.01.254
EGR154     N051.37.43.485 W002.37.01.254 N051.37.34.199 W002.36.53.465
EGR154     N051.37.34.199 W002.36.53.465 N051.37.25.370 W002.36.44.401
EGR154     N051.37.25.370 W002.36.44.401 N051.37.17.064 W002.36.34.131
EGR154     N051.37.17.064 W002.36.34.131 N051.37.09.346 W002.36.22.734
EGR154     N051.37.09.346 W002.36.22.734 N051.37.02.273 W002.36.10.297
EGR154     N051.37.02.273 W002.36.10.297 N051.36.55.901 W002.35.56.913
EGR154     N051.36.55.901 W002.35.56.913 N051.36.50.276 W002.35.42.685
EGR154     N051.36.50.276 W002.35.42.685 N051.36.45.442 W002.35.27.722
EGR154     N051.36.45.442 W002.35.27.722 N051.36.41.436 W002.35.12.136
EGR154     N051.36.41.436 W002.35.12.136 N051.36.38.288 W002.34.56.047
EGR154     N051.36.38.288 W002.34.56.047 N051.36.36.022 W002.34.39.578
EGR154     N051.36.36.022 W002.34.39.578 N051.36.34.655 W002.34.22.852
EGR154     N051.36.34.655 W002.34.22.852 N051.36.34.199 W002.34.05.999
