ALPHA N054.55.36.000 W001.44.15.000
BRAVO N051.24.33.190 W002.01.21.600
CHARE N054.55.43.200 W001.43.28.800
DELTA N054.54.29.990 W001.49.10.800
ECHO N054.58.52.200 W001.59.32.390
FOXTT N055.01.12.000 W002.00.22.200
GOLF N055.05.17.990 W001.54.49.790
KILO N054.57.50.400 W001.57.37.190
LIMA N054.53.18.600 W001.57.12.600
NOVMR N055.06.06.000 W001.23.26.990
OSCAR N055.02.06.000 W001.22.10.200
QUEBC N054.59.17.990 W001.28.18.000
SIERA N055.08.17.990 W001.43.36.000
UNFRM N055.09.25.800 W001.39.42.000
VICTR N055.10.30.000 W001.28.41.990
WHISY N050.56.28.990 W001.26.53.990
XRAY N055.10.39.600 W001.29.58.200
YANKE N055.02.18.600 W001.22.54.000
